id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40968048,Guesthouse in Vancouver · 3 bedrooms · 3 beds · 2 baths,58512,Q,,Grandview-Woodland,49.26235,-123.07096,Entire home/apt,63,365,0,,,5,365,0,19-152133
40975203,Guest suite in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,51932035,Kaya,,Kensington-Cedar Cottage,49.24979,-123.08577,Entire home/apt,120,3,10,2020-10-20,0.24,1,0,0,830463
40988960,Rental unit in Vancouver · ★4.73 · 3 bedrooms · 3 beds · 2 baths,89035809,Ed,,Downtown Eastside,49.28038,-123.10965,Entire home/apt,555,3,95,2023-05-22,2.26,2,105,38,22-156999
41012688,Home in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 private bath,76376244,Mike,,Riley Park,49.23536,-123.11265,Private room,162,1,76,2023-05-27,2.43,3,239,32,
41113261,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,321683835,David,,Downtown,49.27357,-123.12636,Private room,55,1,10,2020-03-04,0.24,1,0,0,
41115308,Rental unit in Vancouver · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,7305426,Cat,,Riley Park,49.24198,-123.10237,Private room,109,3,22,2023-05-17,0.53,2,29,7,23-157082
41129773,Home in Vancouver · ★3.0 · 3 bedrooms · 4 beds · 2 baths,316020752,Manny,,Arbutus Ridge,49.25263,-123.16957,Entire home/apt,80,1,5,2020-02-29,0.12,2,0,0,19-330804
41146963,Guest suite in Vancouver · ★4.97 · 2 bedrooms · 3 beds · 1 bath,15103534,Charleen,,Kitsilano,49.26973724,-123.1814804,Entire home/apt,170,3,79,2023-06-05,1.95,1,60,42,23-157053
41184884,Loft in Vancouver · 2 bedrooms · 3 beds · 1 bath,118025716,Jerome,,West End,49.28021,-123.13204,Entire home/apt,160,3,0,,,1,0,0,20-184268
41194048,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,52603639,Megan,,Downtown Eastside,49.28399,-123.10693,Entire home/apt,354,7,82,2023-06-02,1.96,1,82,42,23-157198
41207084,Guest suite in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 1 bath,35239641,Eldon,,Kerrisdale,49.23342,-123.16456,Entire home/apt,95,2,90,2023-05-27,2.34,1,266,44,23-157073
41212789,Loft in Vancouver · ★4.73 · 1 bedroom · 2 beds · 1 bath,178871147,Emma,,Downtown,49.2785,-123.12088,Entire home/apt,267,2,132,2023-06-02,3.25,1,105,48,23-157086
41219145,Home in Vancouver · ★4.53 · 3 bedrooms · 3 beds · 1 bath,323504673,Eric,,Renfrew-Collingwood,49.24762,-123.03017,Entire home/apt,120,2,19,2022-10-01,0.46,1,0,6,21-158459
41220326,Tiny home in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,316020752,Manny,,Victoria-Fraserview,49.22061,-123.05217,Entire home/apt,50,1,6,2020-03-08,0.15,2,0,0,20-174866
41244337,Rental unit in Vancouver · ★4.56 · 1 bedroom · 2 beds · 1 bath,126359564,Sylvie,,Fairview,49.26694,-123.13986,Entire home/apt,130,30,9,2022-10-14,0.22,4,303,2,22-101578
41245168,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,126359564,Sylvie,,Fairview,49.26847,-123.13823,Entire home/apt,130,30,5,2021-07-31,0.14,4,304,0,22-101578
41269818,Rental unit in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,55948760,Alex,,West End,49.2822,-123.12517,Entire home/apt,165,3,128,2023-05-11,3.11,6,23,55,Exempt
41293218,Guest suite in Vancouver · ★4.85 · 2 bedrooms · 3 beds · 2 baths,287170983,Lucinda,,Dunbar Southlands,49.2368,-123.18303,Entire home/apt,330,2,80,2023-05-26,2.22,1,30,34,23-156995
41302900,Home in Vancouver · ★4.77 · 4 bedrooms · 6 beds · 4 baths,121771768,Joshua,,Marpole,49.21479,-123.13701,Entire home/apt,305,1,53,2023-06-03,6.91,2,260,53,22-291285
41339736,Condo in Vancouver · ★4.60 · 1 bedroom · 3 beds · 1 bath,314486723,Regina,,Downtown,49.27902,-123.12517,Entire home/apt,282,1,129,2023-05-28,3.13,1,49,62,23-157069
41343663,Rental unit in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,261460061,Rose & Ron,,Downtown,49.27775,-123.10691,Entire home/apt,264,1,96,2023-05-29,2.35,1,63,40,23-157079
41357570,Rental unit in Vancouver · ★4.50 · 2 bedrooms · 3 beds · 1 bath,7305426,Cat,,Riley Park,49.24113,-123.10166,Entire home/apt,271,1,171,2023-05-21,4.11,2,16,40,23-157082
41404879,Home in Vancouver · ★4.67 · Studio · 1 bed · 1 bath,134291769,Fay,,Kensington-Cedar Cottage,49.26209,-123.07344,Entire home/apt,62,30,3,2023-05-26,0.09,2,35,1,
41411519,Guest suite in Vancouver · ★4.94 · 1 bedroom · 2 beds · 1 bath,211238366,Jennifer,,Kensington-Cedar Cottage,49.23564,-123.08205,Entire home/apt,134,1,64,2023-06-02,1.71,2,22,39,23-157080
41453394,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,15077998,Mandi,,Strathcona,49.27579,-123.09786,Entire home/apt,145,30,1,2021-04-26,0.04,3,0,0,20177043
41476204,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,7138554,Lacey,,Downtown,49.27396,-123.1236,Entire home/apt,200,30,0,,,1,336,0,
41489166,Home in Vancouver · 1 bedroom · 1 bed · 2 shared baths,135034885,Karan,,Kitsilano,49.26165,-123.17595,Private room,33,30,0,,,1,0,0,
41510288,Home in Vancouver · 1 bedroom · 1 bed · 1 private bath,21600910,Elaine,,Dunbar Southlands,49.24169,-123.1806,Private room,128,1,0,,,2,0,0,
41511511,Home in Vancouver · Studio · 0 shared baths,21600910,Elaine,,Dunbar Southlands,49.24196,-123.18066,Private room,138,1,0,,,2,0,0,20-181140
41530441,Loft in Vancouver · ★4.98 · 1 bedroom · 2 beds · 1 bath,24113529,Adam,,Strathcona,49.26732,-123.09615,Entire home/apt,231,2,96,2023-06-09,5.01,1,229,76,23-157652
41538497,Guest suite in Vancouver · ★4.84 · 2 bedrooms · 2 beds · 1 bath,2666183,Magnus,,Kensington-Cedar Cottage,49.24804,-123.08943,Entire home/apt,106,16,44,2023-06-01,1.08,1,29,11,22-157026
41560049,Rental unit in Vancouver · ★4.58 · 1 bedroom · 1 bed · 1 bath,323361251,Karl,,West End,49.28668,-123.1248,Entire home/apt,239,1,159,2023-05-30,3.84,1,176,72,22-012743
41561238,Condo in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,251826370,Richard,,Downtown,49.27832,-123.12204,Entire home/apt,223,2,118,2023-05-31,2.86,1,60,47,22-157908
41586791,Guest suite in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 bath,142328775,Bee,,Riley Park,49.24338,-123.10025,Entire home/apt,135,5,37,2023-05-13,0.93,1,120,14,23-156589
41616532,Home in Vancouver · ★4.85 · 5 bedrooms · 6 beds · 2 baths,328113936,Sarah,,Kensington-Cedar Cottage,49.2461,-123.0699,Entire home/apt,550,4,13,2023-02-13,0.32,1,330,3,22-157022
41624861,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,56666948,Matt & Sally,,Grandview-Woodland,49.27119,-123.07092,Private room,99,1,2,2020-02-23,0.05,2,0,0,
41642905,Guest suite in Vancouver · ★4.25 · 2 bedrooms · 2 beds · 2 baths,23082203,Suite Owner,,Victoria-Fraserview,49.21595,-123.05261,Entire home/apt,199,2,4,2022-06-19,0.13,1,75,1,23-157096
41643591,Home in Vancouver · 3 bedrooms · 4 beds · 2 baths,132184872,Tiffany,,Kensington-Cedar Cottage,49.25489,-123.08579,Entire home/apt,199,4,1,2020-02-18,0.02,1,0,0,20-187604
41646355,Home in Vancouver · ★4.93 · 5 bedrooms · 5 beds · 3 baths,240118539,Nancy,,Renfrew-Collingwood,49.23472,-123.05742,Entire home/apt,525,3,14,2023-05-30,1.18,1,107,14,20-162809
41647382,Rental unit in Vancouver · ★4.77 · 1 bedroom · 1 bed · 1 bath,327536542,Craig,,Downtown,49.27475,-123.12501,Entire home/apt,259,4,91,2023-06-03,2.24,1,42,42,23-157882
41663354,Home in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,62334654,Jen & Sam,,Riley Park,49.23671,-123.09906,Entire home/apt,129,30,6,2022-11-20,0.16,1,281,1,
41696939,Rental unit in Vancouver · ★4.55 · 2 bedrooms · 3 beds · 1 bath,329214287,Mark,,Mount Pleasant,49.26169,-123.11032,Entire home/apt,116,30,130,2023-05-12,3.21,1,67,36,23-157101
41710817,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 private bath,24909209,Naamah,,Kitsilano,49.27048,-123.15174,Private room,69,30,0,,,2,0,0,
41723288,Condo in Vancouver · ★4.93 · 1 bedroom · 2 beds · 1 bath,52292504,Eddie,,Downtown,49.27387,-123.13053,Entire home/apt,149,30,15,2023-05-09,0.37,1,38,3,20-184287
41725765,Rental unit in Vancouver · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,189439622,Clair,,Downtown,49.28044,-123.10815,Private room,131,3,87,2023-06-03,2.15,2,18,58,
41774537,Guest suite in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 1 bath,81160903,Long,,Kensington-Cedar Cottage,49.2451,-123.08919,Entire home/apt,160,2,63,2023-06-04,1.54,2,272,27,20-183668
41800834,Townhouse in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 2.5 baths,72723339,Nozhat,,Downtown,49.287289,-123.123894,Entire home/apt,521,2,30,2023-05-20,0.74,1,259,8,23-157105
41852181,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,40743512,Fate,,Renfrew-Collingwood,49.25323,-123.03329,Private room,38,30,5,2023-05-17,0.4,6,52,4,
41856324,Guest suite in Vancouver · ★4.95 · 1 bedroom · 3 beds · 1 bath,18054316,Tanya,,Kitsilano,49.26619081,-123.1475665,Entire home/apt,223,3,85,2023-05-29,2.61,1,290,42,23-157107
41862336,Home in Vancouver · 4 bedrooms · 11 beds · 2.5 baths,331031445,Bryce,,Kitsilano,49.2677,-123.18381,Entire home/apt,1155,10,0,,,1,220,0,# 22-157062
41872968,Condo in Vancouver · 2 bedrooms · 2 beds · 1 bath,6517226,Alexander,,Downtown,49.27807,-123.11085,Entire home/apt,225,30,0,,,1,0,0,
41884019,Home in Vancouver · ★5.0 · 4 bedrooms · 5 beds · 1.5 baths,331199710,Pearl,,Mount Pleasant,49.265811,-123.1131382,Entire home/apt,900,1,3,2023-05-29,2.57,1,347,3,22-256646
41884419,Condo in Vancouver · ★4.93 · 3 bedrooms · 4 beds · 2 baths,331204156,Jee,,Downtown,49.28009,-123.10731,Entire home/apt,994,2,98,2023-05-29,2.44,1,271,27,23-157113
41890951,Guest suite in Vancouver · 2 bedrooms · 2 beds · 1 bath,331258660,Emily,,Marpole,49.21296,-123.12316,Entire home/apt,80,2,1,2020-02-01,0.02,1,0,0,20-162356
41917935,Condo in Vancouver · ★4.50 · 1 bedroom · 2 beds · 1 bath,331619448,Charles,,Downtown,49.27944,-123.10799,Entire home/apt,150,1,10,2020-06-14,0.24,1,0,0,19-163285
41934194,Condo in Vancouver · ★4.72 · 1 bedroom · 2 beds · 1 bath,303505,Olena,,Kensington-Cedar Cottage,49.26099,-123.07537,Entire home/apt,130,30,18,2023-02-18,0.45,1,12,13,22-239991
41939547,Rental unit in Vancouver · ★4.71 · 1 bedroom · 1 bed · 1 bath,95217850,Mauricio,,Downtown,49.27495,-123.11551,Entire home/apt,115,30,7,2022-07-04,0.18,36,10,1,
41958233,Condo in Vancouver · ★4.67 · 2 bedrooms · 2 beds · 2 baths,271875395,Frankie,,Downtown Eastside,49.27898848,-123.099166,Entire home/apt,260,2,9,2023-06-02,3.25,1,58,9,23-156733
41959500,Condo in Vancouver · ★4.89 · 1 bedroom · 2 beds · 1 bath,332051555,Joe,,Downtown,49.28307,-123.11949,Entire home/apt,264,10,44,2023-05-30,1.12,1,30,19,21-025130
41980676,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 2 baths,332327820,Trevor,,Downtown Eastside,49.27719,-123.09892,Entire home/apt,253,5,28,2023-05-30,3.16,1,41,28,22-173672
41985578,Condo in Vancouver · ★4.89 · 3 bedrooms · 5 beds · 2 baths,329514681,Rafaela,,Downtown,49.27891,-123.10844,Entire home/apt,614,4,72,2023-05-22,1.91,1,121,25,23-157156
41990487,Rental unit in Vancouver · 1 bedroom · 1 bed · 1.5 baths,332545110,Samantha,,Mount Pleasant,49.2591,-123.10176,Entire home/apt,200,1,1,2020-03-26,0.03,1,0,0,20-192353
41998709,Guest suite in Vancouver · ★4.88 · 2 bedrooms · 2 beds · 1 bath,332640632,Rich,,West Point Grey,49.26334,-123.19658,Entire home/apt,139,3,123,2023-05-30,3.05,1,63,33,22-157047
42002656,Condo in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 bath,332695319,Milica,,Downtown,49.27764,-123.11947,Entire home/apt,142,30,7,2023-04-29,0.2,1,271,6,
42004464,Home in Vancouver · ★4.83 · 2 bedrooms · 3 beds · 2 baths,360059206,Tan,,Renfrew-Collingwood,49.24854,-123.0455,Entire home/apt,233,4,84,2023-06-09,2.1,1,227,31,23-157204
42019705,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,77605261,Sushma,,Downtown,49.28462,-123.11235,Entire home/apt,259,90,4,2022-03-31,0.1,1,281,0,
42025390,Home in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2 baths,29993590,Jennifer,,Downtown Eastside,49.27789,-123.09292,Entire home/apt,288,2,22,2023-06-04,0.56,1,84,14,23-163267
42039604,Home in Vancouver · 4 bedrooms · 4 beds · 1.5 baths,167383575,Carlie,,West Point Grey,49.26557,-123.20851,Entire home/apt,549,30,0,,,1,251,0,
42044088,Condo in Vancouver · ★4.75 · 2 bedrooms · 3 beds · 2 baths,333193108,Y.K.,,Downtown,49.28763,-123.12287,Entire home/apt,376,3,97,2023-05-14,2.41,1,12,31,22-157394
42052666,Rental unit in Vancouver · ★4.83 · 2 bedrooms · 4 beds · 1 bath,333320881,Yvonne,,Downtown,49.28033,-123.10778,Entire home/apt,321,2,167,2023-05-26,4.14,1,174,59,22-157039
42069280,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,29412479,SIV Executive Properties,,Downtown,49.27274,-123.12007,Entire home/apt,233,30,5,2023-02-15,0.22,9,254,1,
42075288,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 private bath,22529755,JoAnna,,Kitsilano,49.26587,-123.14718,Private room,65,2,4,2020-03-04,0.1,1,0,0,
42076012,Rental unit in Vancouver · 2 bedrooms · 2 baths,272222903,Kitty,,Downtown,49.27414,-123.13199,Entire home/apt,350,365,0,,,11,365,0,
42097672,Condo in Vancouver · ★4.89 · 3 bedrooms · 4 beds · 2 baths,4148609,Felicia,,Downtown,49.27967834,-123.1088333,Entire home/apt,508,1,92,2023-05-28,2.32,1,97,46,23-157129
42111604,Home in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 2 baths,334014469,Mikaela,,Kensington-Cedar Cottage,49.24159,-123.07943,Entire home/apt,250,3,66,2023-06-03,1.93,1,346,31,23-157190
42123717,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,34120936,Liam,,Mount Pleasant,49.2668,-123.09489,Entire home/apt,168,30,14,2022-11-28,0.37,1,316,4,
42125600,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,7988660,Lee,,West Point Grey,49.26025,-123.20196,Private room,200,30,1,2020-03-29,0.03,2,83,0,
42136507,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,28375169,Dj,,Downtown,49.27408,-123.13198,Entire home/apt,300,19,19,2023-04-30,0.49,3,235,6,22108781
42137297,Home in Vancouver · 3 bedrooms · 3 beds · 2.5 baths,237941083,Jordan,,Dunbar Southlands,49.25241,-123.18107,Entire home/apt,1200,5,0,,,1,0,0,21-158533
42137638,Condo in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,28375169,Dj,,Downtown,49.27541,-123.13,Entire home/apt,203,21,24,2023-06-01,0.63,3,160,10,Exempt
42161005,Condo in Vancouver · ★4.56 · 2 bedrooms · 2 beds · 2 baths,32600170,Ben,,Downtown,49.27995,-123.10765,Entire home/apt,340,3,39,2023-05-26,0.98,2,201,30,23-157120
42161378,Home in Vancouver · ★4.80 · 4 bedrooms · 4 beds · 3.5 baths,136265144,Elia,,Riley Park,49.24873,-123.11265,Entire home/apt,675,4,5,2022-12-31,0.45,1,76,5,23-157892
42181465,Guesthouse in Vancouver · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,198092599,Bryan,,Riley Park,49.237335,-123.096718,Entire home/apt,174,1,130,2023-05-27,3.24,1,9,50,22-157056
42183453,Home in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 private bath,8241373,Emily,,Sunset,49.22769,-123.09166,Private room,126,3,59,2023-05-20,1.47,2,213,18,22-157058
42199261,Rental unit in Vancouver · ★4.81 · 1 bedroom · 1 bed · 1 bath,334059687,Christos,,Downtown,49.27828,-123.12104,Entire home/apt,289,2,64,2023-05-25,4.56,1,25,49,23-158038
42202219,Guest suite in Vancouver · ★4.43 · 1 bedroom · 1 bed · 1 bath,72129028,Jason,,Sunset,49.22331,-123.10524,Entire home/apt,116,4,21,2023-05-06,0.59,1,117,8,23-157130
42232725,Home in Vancouver · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,326244385,Leon,,Dunbar Southlands,49.2561,-123.18894,Private room,70,2,80,2023-05-15,2.03,2,52,38,23-157076
42233503,Condo in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 bath,28375169,Dj,,Downtown,49.27609,-123.13003,Entire home/apt,192,21,19,2023-05-19,0.48,3,130,9,22108781
42233689,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,326244385,Leon,,Dunbar Southlands,49.25466,-123.18616,Private room,59,2,80,2022-10-20,1.98,2,57,16,23-157076
42257702,Home in Vancouver · 1 bedroom · 1 bed · 1 private bath,7988660,Lee,,West Point Grey,49.25952,-123.20132,Private room,200,30,1,2020-02-23,0.02,2,83,0,
42271343,Guest suite in Vancouver · ★4.97 · Studio · 1 bed · 1 bath,109545563,Peter,,Riley Park,49.25349,-123.10867,Entire home/apt,115,3,60,2023-05-27,1.51,1,70,22,#23-157118
42272820,Guest suite in Vancouver · 2 bedrooms · 2 beds · 1 bath,2596312,Margot,,West Point Grey,49.26134,-123.20982,Entire home/apt,84,30,0,,,1,0,0,
42295407,Home in Vancouver · ★4.76 · 2 bedrooms · 4 beds · 1 bath,62528305,Edison,,Riley Park,49.24554,-123.09304,Entire home/apt,162,1,220,2023-05-25,5.54,1,0,97,22-156714
42296784,Home in Vancouver · ★4.93 · 3 bedrooms · 3 beds · 2 baths,1635735,Dusan,,Hastings-Sunrise,49.27804,-123.02883,Entire home/apt,336,3,54,2023-06-04,1.62,1,224,17,23-157157
42300971,Condo in Vancouver · ★4.93 · 2 bedrooms · 4 beds · 2 baths,336225596,Robby,,Downtown,49.27999,-123.10845,Entire home/apt,479,3,67,2023-06-03,1.93,1,162,33,23-157059
42301447,Home in Vancouver · ★3.50 · 1 bedroom · 1 bath,302840643,Randy,,Hastings-Sunrise,49.27171,-123.03663,Private room,169,1,4,2020-04-06,0.1,4,0,0,
42301735,Home in Vancouver · 1 bedroom · 1 bath,302840643,Randy,,Hastings-Sunrise,49.27141,-123.03651,Private room,169,1,0,,,4,0,0,
42301804,Home in Vancouver · 1 bedroom · 1 bath,302840643,Randy,,Hastings-Sunrise,49.27028,-123.03691,Private room,169,1,0,,,4,0,0,
42301937,Home in Vancouver · 1 bedroom · 1 bath,302840643,Randy,,Hastings-Sunrise,49.27173,-123.03487,Private room,169,1,1,2020-04-08,0.03,4,0,0,
42318659,Loft in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,124631034,Bryan,,Downtown Eastside,49.28157,-123.10383,Entire home/apt,100,30,54,2023-03-08,2.66,1,344,23,#22-157742
42330742,Townhouse in Vancouver · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,320105269,Samantha,,Kensington-Cedar Cottage,49.25616,-123.06511,Entire home/apt,529,3,7,2022-09-04,0.49,1,0,5,22-192062
42338884,Condo in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 private bath,329753144,Alex,,Downtown,49.28088,-123.10958,Private room,165,3,88,2023-05-21,2.2,1,21,45,
42360114,Rental unit in Vancouver · 1 bedroom · 1 bed · 1.5 baths,164329859,Samia,,Grandview-Woodland,49.26821,-123.07153,Entire home/apt,125,2,0,,,3,0,0,20201800
42360460,Condo in Vancouver · ★4.78 · 1 bedroom · 2 beds · 1 bath,37608594,Aaron,,Downtown Eastside,49.28187,-123.10757,Entire home/apt,221,2,27,2023-05-31,1.83,1,36,16,22-183333
42364438,Home in Vancouver  · 4 bedrooms · 4 beds · 4 baths,8241373,Emily,,Sunset,49.22891,-123.09157,Entire home/apt,750,5,2,2021-04-10,0.06,2,358,0,21-158625
42386106,Guest suite in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 bath,7042224,Yossi,,South Cambie,49.25468,-123.11859,Entire home/apt,66,3,40,2022-08-29,1.16,3,30,7,22-157261
42393959,Loft in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,336458974,Vincent,,Downtown,49.2787,-123.12266,Entire home/apt,268,7,171,2023-05-22,4.27,1,125,57,22-109997
42409416,Rental unit in Vancouver · ★4.33 · 1 bedroom · 1 bed · 1 bath,29412479,SIV Executive Properties,,Downtown,49.27417,-123.13031,Entire home/apt,150,30,3,2021-12-20,0.13,9,160,0,
42413884,Home in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,19629820,Fran And Tim,,Hastings-Sunrise,49.27696,-123.05023,Entire home/apt,94,1,77,2023-06-02,1.94,1,0,32,23-157132
42439466,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,191577153,John,,Kensington-Cedar Cottage,49.26127,-123.07551,Private room,30,30,3,2020-10-31,0.08,3,0,0,
42449531,Condo in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 2 baths,130052993,Sahara,,Downtown,49.27792,-123.12931,Entire home/apt,408,2,5,2023-05-28,0.14,3,25,2,20-163020
42455784,Loft in Vancouver · ★4.67 · 1 bedroom · 1 bed · 1 bath,338012755,Jing,,Downtown,49.27922,-123.12147,Entire home/apt,246,2,159,2023-06-04,5.8,1,2,63,22-157095
42456262,Rental unit in Vancouver · ★4.60 · 1 bedroom · 1 bed · 1 bath,325414719,Taraneh,,Grandview-Woodland,49.26879,-123.06792,Entire home/apt,150,3,5,2023-06-01,0.14,1,3,3,20-202893
42456517,Home in Vancouver · 5 bedrooms · 5 beds · 4 baths,331844258,Uwe,,Kitsilano,49.26958,-123.18188,Entire home/apt,270,5,0,,,1,0,0,20-178033
42457349,Home in Vancouver · ★4.66 · 3 bedrooms · 4 beds · 1.5 baths,338029385,Shira,,Mount Pleasant,49.2609,-123.09231,Entire home/apt,434,3,38,2023-05-24,1.25,1,199,22,22-157236
42458406,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,236252603,Jean,,Kensington-Cedar Cottage,49.2593,-123.07432,Private room,31,30,7,2022-10-01,0.18,1,43,1,
42458461,Home in Vancouver · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,191577153,John,,Kensington-Cedar Cottage,49.2615,-123.07347,Private room,31,30,7,2023-03-13,0.18,3,1,4,
42484736,Rental unit in Vancouver · ★4.53 · 1 bedroom · 2 beds · 1 bath,23110008,Adam,,Downtown,49.28041611,-123.1066037,Entire home/apt,266,3,45,2023-04-26,4.19,2,129,45,22-235528
42518481,Home in Vancouver · ★4.43 · 3 bedrooms · 3 beds · 1 bath,321330654,Sandeep,,Kitsilano,49.2602,-123.1549,Entire home/apt,400,1,51,2023-05-07,2.7,4,262,37,23-157528
42531816,Serviced apartment in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,38459934,Corporate Stays,,Downtown,49.27988,-123.12065,Entire home/apt,260,31,3,2022-12-08,0.09,37,49,1,
42538952,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,2277072,Mark,,Dunbar Southlands,49.23806,-123.17914,Entire home/apt,49,30,4,2022-11-30,0.18,1,219,1,
42539984,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,338834289,Simon,,Downtown,49.27996,-123.12328,Entire home/apt,199,3,1,2020-03-15,0.03,1,0,0,20-102015
42546201,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 1 bath,6983939,Jocelyne,,Mount Pleasant,49.26523,-123.10084,Entire home/apt,249,2,50,2023-06-02,1.38,1,249,17,23-157148
42546326,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,338919730,Jovito,,Downtown,49.27997,-123.11905,Entire home/apt,120,30,1,2020-04-05,0.03,1,0,0,
42570640,Loft in Vancouver · ★4.98 · 1 bedroom · 3 beds · 1 bath,84801105,Carey,,Strathcona,49.26742,-123.09743,Entire home/apt,340,3,48,2023-06-04,2.21,1,79,33,22-157731
42591398,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,103043102,Fumi,,Downtown,49.27838,-123.11456,Entire home/apt,110,90,0,,,1,0,0,
42608254,Home in Vancouver · ★4.69 · 3 bedrooms · 3 beds · 3 baths,7294437,Waimond,,Marpole,49.21569,-123.12049,Entire home/apt,357,2,49,2023-06-05,3.56,1,113,43,22-157946
42664284,Rental unit in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,339762471,David,,Downtown,49.28836,-123.12415,Entire home/apt,222,7,136,2023-05-18,3.42,1,114,50,22-100131
42671966,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,37753475,Cesar,,Renfrew-Collingwood,49.23585,-123.03619,Private room,40,3,1,2020-03-05,0.03,2,0,0,
42695990,Loft in Vancouver · ★4.84 · 1 bedroom · 2 beds · 1 bath,5986890,Sasha,,Downtown,49.27827,-123.12172,Entire home/apt,271,2,217,2023-06-01,5.47,1,32,80,22-157085
42696012,Home in Vancouver · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,127453218,Yan,,Hastings-Sunrise,49.28985,-123.04998,Private room,97,1,78,2023-05-23,1.97,3,35,22,
42704458,Home in Vancouver · ★4.50 · 2 bedrooms · 2 beds · 2 baths,2572830,Katie,,South Cambie,49.25676,-123.1171,Entire home/apt,251,3,6,2023-05-19,2.07,2,101,6,20-161295
42715387,Home in Vancouver · 1 bedroom · 2 shared baths,37753475,Cesar,,Renfrew-Collingwood,49.23734,-123.03752,Private room,35,2,1,2020-07-20,0.03,2,0,0,
42719452,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,340275725,Beata,,South Cambie,49.25141,-123.12737,Entire home/apt,169,30,0,,,3,221,0,
42720667,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,340275725,Beata,,Shaughnessy,49.25285,-123.12915,Entire home/apt,169,30,2,2022-05-01,0.09,3,221,0,
42720991,Rental unit in Vancouver · 1 bedroom · 2 beds · 1 bath,340275725,Beata,,Shaughnessy,49.25291,-123.12936,Entire home/apt,169,30,1,2022-08-31,0.11,3,160,1,
42738536,Home in Vancouver · ★4.98 · 4 bedrooms · 4 beds · 3 baths,332778015,Linda,,Renfrew-Collingwood,49.24876,-123.04477,Entire home/apt,696,4,43,2023-05-22,1.18,2,234,15,23-157140
