,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,clusters,cluster
0,49.24773,-123.10509,150,3,260,1.61,2,150,4,0,pink
1,49.28201,-123.12669,227,1,454,2.88,1,247,19,2,dark purple
2,49.25622,-123.06607,150,30,98,0.67,1,121,5,0,pink
3,49.24922,-123.08139,150,3,34,0.22,1,0,0,0,pink
4,49.27921,-123.08835,134,30,266,1.64,4,187,7,2,dark purple
5,49.27721,-123.04086,350,3,7,0.12,1,282,2,2,dark purple
6,49.25277,-123.03774,195,5,7,0.05,1,55,0,0,pink
7,49.26132,-123.10845,94,5,203,1.56,1,0,0,0,pink
8,49.24781,-123.07241,150,30,0,0.0,1,0,0,0,pink
9,49.26557,-123.096,51,30,118,0.79,1,231,0,2,dark purple
10,49.27569,-123.07057,141,1,477,3.26,1,118,59,0,pink
11,49.28299,-123.13008,95,30,130,0.88,4,239,5,2,dark purple
12,49.27323,-123.12032,250,30,2,0.17,1,186,2,2,dark purple
13,49.25636,-123.08636,99,30,78,0.48,1,212,3,2,dark purple
14,49.23361,-123.05283,83,30,383,2.64,3,69,32,0,pink
15,49.23442,-123.05307,107,30,226,1.6,3,82,5,0,pink
16,49.26216,-123.1715,160,30,16,0.13,2,311,0,2,dark purple
17,49.28086,-123.12375,169,30,40,0.28,4,169,2,2,dark purple
18,49.2792,-123.105,127,30,87,0.56,2,283,3,2,dark purple
19,49.24677,-123.1048,175,4,120,0.82,1,233,35,2,dark purple
20,49.2729,-123.06973,125,2,552,3.54,1,270,65,2,dark purple
21,49.28036,-123.1234,175,30,34,0.22,4,58,2,0,pink
22,49.28692,-123.13227,320,30,40,0.27,1,213,0,2,dark purple
23,49.27836,-123.08716,518,3,33,0.34,4,7,7,1,purple
24,49.27345,-123.07031,210,7,12,0.09,1,167,0,2,dark purple
25,49.27591,-123.12359,129,30,20,0.14,1,222,2,2,dark purple
26,49.2452,-123.16544,165,2,742,4.98,2,263,52,2,dark purple
27,49.27936,-123.12443,169,30,270,1.83,1,32,3,0,pink
28,49.24615,-123.09462,115,3,618,4.28,1,161,58,0,pink
29,49.24356,-123.04757,40,30,44,0.31,5,206,1,2,dark purple
30,49.26262921,-123.1044384,125,6,155,1.07,1,141,20,0,pink
31,49.25757,-123.18966,175,2,217,1.51,1,8,29,0,pink
32,49.28034,-123.12648,400,10,7,0.12,1,0,0,1,purple
33,49.2634,-123.0712,250,7,13,0.12,1,158,0,2,dark purple
34,49.2719,-123.15043,320,2,245,2.98,3,250,28,2,dark purple
35,49.29103,-123.05782,100,30,1,0.01,1,203,0,2,dark purple
36,49.28375,-123.10383,250,6,84,0.68,1,5,10,0,pink
37,49.26293,-123.17143,153,30,24,0.19,2,41,0,0,pink
38,49.23273,-123.02747,108,2,84,0.65,2,59,12,0,pink
39,49.27608,-123.12452,164,30,154,1.13,2,134,7,0,pink
40,49.28244,-123.12293,168,30,71,0.52,2,32,0,0,pink
41,49.27634,-123.11825,251,2,46,0.34,6,354,2,2,dark purple
42,49.27799,-123.07101,48,30,59,0.45,1,99,2,0,pink
43,49.2332,-123.0551,69,30,249,1.83,3,128,20,0,pink
44,49.28211,-123.10453,289,3,134,1.0,1,253,30,2,dark purple
45,49.28063,-123.12502,208,30,270,2.0,3,61,8,0,pink
46,49.22834,-123.03047,136,2,49,0.37,6,365,4,2,dark purple
47,49.23034,-123.02971,131,2,41,0.31,6,365,5,2,dark purple
48,49.28586,-123.05563,257,3,5,0.04,1,40,2,0,pink
49,49.28241,-123.10381,400,2,205,1.71,1,296,31,1,purple
50,49.28052,-123.12691,367,2,1,0.01,2,365,0,2,dark purple
51,49.25099,-123.07457,375,9,35,0.26,2,120,4,1,purple
52,49.27741,-123.12292,210,30,3,0.02,41,315,0,2,dark purple
53,49.25759,-123.06393,500,1,75,0.63,1,296,30,1,purple
54,49.27917,-123.06246,80,30,194,1.46,1,28,2,0,pink
55,49.27066,-123.18291,256,2,178,1.35,1,309,10,2,dark purple
56,49.26775,-123.06862,110,30,64,0.49,1,109,2,0,pink
57,49.29178,-123.14175,160,30,71,0.58,1,244,5,2,dark purple
58,49.2506,-123.07175,52,30,24,0.2,2,0,2,0,pink
59,49.27945,-123.10875,140,3,175,1.38,1,0,2,0,pink
60,49.28104,-123.13621,135,30,90,0.74,1,239,5,2,dark purple
61,49.28059,-123.1364,220,1,189,3.04,1,332,38,2,dark purple
62,49.2493764,-123.0899203,116,30,0,0.0,1,36,0,0,pink
63,49.25996,-123.16653,125,2,78,0.65,1,0,0,0,pink
64,49.24438,-123.04453,70,4,217,1.71,1,12,35,0,pink
65,49.27835083,-123.1224136,180,30,8,0.07,41,314,3,2,dark purple
66,49.27835083,-123.1224136,300,30,9,0.07,41,317,1,2,dark purple
67,49.26186,-123.17438,120,30,59,0.46,4,224,5,2,dark purple
68,49.26355,-123.17326,104,14,80,0.62,4,9,8,0,pink
69,49.26213,-123.17482,134,30,3,0.02,4,252,0,2,dark purple
70,49.28087,-123.13525,30,30,0,0.0,1,0,0,0,pink
71,49.25804,-123.12119,78,30,23,0.19,3,223,0,2,dark purple
72,49.25785,-123.12199,139,8,67,0.55,1,66,9,0,pink
73,49.27073,-123.16325,375,7,35,0.28,1,17,3,1,purple
74,49.24803,-123.18517,130,3,255,2.04,1,165,37,0,pink
75,49.27744,-123.11524,444,30,10,0.08,6,365,0,1,purple
76,49.23569,-123.10987,219,1,7,0.06,4,0,0,0,pink
77,49.26648,-123.15939,121,4,39,1.36,2,100,16,0,pink
78,49.27489,-123.12654,83,30,9,0.09,34,0,0,0,pink
79,49.28837,-123.12766,111,30,15,0.12,34,0,2,0,pink
80,49.25674,-123.0874,108,2,339,2.75,1,277,34,2,dark purple
81,49.2804,-123.08908,130,30,218,1.76,4,281,3,2,dark purple
82,49.27747,-123.12098,80,30,109,0.88,2,65,7,0,pink
83,49.27703,-123.12692,80,30,149,1.21,2,65,6,0,pink
84,49.27241,-123.06332,125,2,106,0.86,1,76,29,0,pink
85,49.24166,-123.0407,86,2,77,0.89,1,7,19,0,pink
86,49.26110077,-123.1595459,560,7,43,0.36,1,19,3,1,purple
87,49.28239,-123.13021,95,30,61,0.5,4,302,1,2,dark purple
88,49.27925,-123.08814,160,3,314,2.56,1,221,25,2,dark purple
89,49.26957,-123.04828,104,3,71,1.19,1,133,22,0,pink
90,49.24965,-123.07027,197,7,111,0.92,1,14,17,0,pink
91,49.26716,-123.17653,450,5,16,0.15,2,173,4,1,purple
92,49.26731,-123.06909,269,3,231,1.91,1,202,28,2,dark purple
93,49.26596,-123.06844,520,4,11,0.09,1,171,4,1,purple
94,49.28478,-123.1192,275,2,545,4.51,2,257,55,2,dark purple
95,49.26889,-123.18543,150,30,40,0.33,2,40,1,0,pink
96,49.26719,-123.10982,399,5,7,0.06,1,0,2,1,purple
97,49.27627,-123.10013,95,1,55,0.58,1,0,0,0,pink
98,49.28247,-123.13068,95,30,69,0.63,4,358,3,2,dark purple
99,49.284,-123.11432,100,30,118,0.98,3,205,5,2,dark purple
100,49.25808,-123.07538,160,5,18,0.15,3,4,2,0,pink
101,49.27932,-123.12911,273,4,169,1.41,1,70,41,0,pink
102,49.26026,-123.20135,141,3,99,1.17,2,25,16,0,pink
103,49.28284,-123.12335,250,30,16,0.13,2,50,6,0,pink
104,49.27393,-123.10069,200,30,1,0.16,1,117,1,0,pink
105,49.26964,-123.11064,450,30,13,0.12,1,172,1,1,purple
106,49.28164,-123.11006,199,30,14,0.13,1,89,0,0,pink
107,49.24882,-123.09121,81,3,322,2.69,1,210,37,2,dark purple
108,49.29101,-123.14085,80,30,15,0.14,34,0,4,0,pink
109,49.25935559,-123.0613136,191,2,175,1.47,1,260,35,2,dark purple
110,49.24001,-123.08278,162,7,2,0.04,1,103,1,0,pink
111,49.25259,-123.09292,95,3,316,2.66,1,157,36,0,pink
112,49.25225,-123.10756,85,30,141,1.28,1,165,7,0,pink
113,49.28167,-123.10984,250,30,5,0.04,1,295,0,2,dark purple
114,49.26548,-123.14579,180,30,2,0.15,1,299,1,2,dark purple
115,49.24778,-123.09867,250,2,334,2.88,1,132,36,0,pink
116,49.27781,-123.10637,297,1,108,5.05,1,177,68,2,dark purple
117,49.24489,-123.10302,90,30,71,0.62,1,112,4,0,pink
118,49.2585,-123.11479,395,2,70,0.64,1,157,23,1,purple
119,49.27866,-123.08627,150,2,263,2.26,4,133,17,0,pink
120,49.26772,-123.0975,300,6,34,0.3,1,319,10,2,dark purple
121,49.28216,-123.12438,88,30,4,0.04,34,0,0,0,pink
122,49.25646,-123.14563,113,30,1,0.01,1,253,0,2,dark purple
123,49.28957274,-123.1373565,261,2,155,3.05,1,11,51,0,pink
124,49.263252,-123.164825,110,2,332,2.87,1,140,40,0,pink
125,49.26057,-123.15881,575,5,38,0.45,1,43,5,1,purple
126,49.26715,-123.15325,99,2,6,0.14,1,0,0,0,pink
127,49.2753,-123.14721,223,30,249,2.26,1,164,6,0,pink
128,49.28005,-123.11659,149,30,137,1.2,1,279,4,2,dark purple
129,49.23573,-123.10819,219,1,7,0.08,4,0,0,0,pink
130,49.27393,-123.11599,110,30,93,0.81,3,0,2,0,pink
131,49.2655,-123.0969,150,30,45,0.4,2,262,6,2,dark purple
132,49.26199,-123.07408,103,2,118,1.06,2,94,11,0,pink
133,49.25972,-123.14269,175,7,14,0.12,1,0,0,0,pink
134,49.26597,-123.15633,175,30,136,1.23,1,294,4,2,dark purple
135,49.28514,-123.12275,500,30,36,0.32,1,331,0,1,purple
136,49.26992,-123.18596,105,28,62,0.57,1,56,8,0,pink
137,49.27228,-123.06946,150,3,43,0.39,1,28,0,0,pink
138,49.28298,-123.12339,150,30,96,0.85,1,2,0,0,pink
139,49.26192617,-123.0662337,249,4,0,0.0,1,23,0,0,pink
140,49.25495,-123.10807,195,5,5,0.1,2,175,2,2,dark purple
141,49.23748,-123.08735,125,30,180,1.6,1,160,0,0,pink
142,49.27075,-123.1541,270,5,15,0.14,1,275,12,2,dark purple
143,49.26254,-123.13054,133,30,1,0.24,1,0,1,0,pink
144,49.25877,-123.08299,90,30,54,0.49,1,246,6,2,dark purple
145,49.24704,-123.09809,120,4,10,0.09,1,154,0,0,pink
146,49.21083,-123.04264,160,30,16,0.15,1,365,0,2,dark purple
147,49.2858696,-123.0532227,255,5,46,0.42,2,286,0,2,dark purple
148,49.25865,-123.12294,90,30,7,0.06,3,243,0,2,dark purple
149,49.25222,-123.1186,112,2,664,6.0,1,212,68,2,dark purple
150,49.2883,-123.04216,150,1,81,0.72,3,280,5,2,dark purple
151,49.28545,-123.06435,113,6,22,0.2,1,0,0,0,pink
152,49.28044,-123.12496,268,1,377,5.59,1,29,75,0,pink
153,49.28169,-123.12628,103,30,19,0.17,34,0,0,0,pink
154,49.27109,-123.2088,120,30,12,0.11,1,224,1,2,dark purple
155,49.24801,-123.1883,475,5,12,0.11,1,29,1,1,purple
156,49.27512,-123.15131,450,30,100,0.91,1,97,5,1,purple
157,49.25572,-123.06554,72,1,102,0.95,2,17,0,0,pink
158,49.2652315,-123.0356522,124,3,1,1.0,1,277,1,2,dark purple
159,49.26536,-123.09943,280,3,123,1.77,1,61,22,0,pink
160,49.27992,-123.12658,377,3,155,1.4,1,145,39,1,purple
161,49.25665,-123.10039,249,1,196,1.77,1,75,20,0,pink
162,49.28247,-123.10342,231,2,421,3.8,1,245,67,2,dark purple
163,49.28945,-123.12665,160,30,0,0.0,1,184,0,2,dark purple
164,49.25635,-123.06507,61,1,84,0.77,2,11,0,0,pink
165,49.27795,-123.11734,90,30,98,0.9,3,235,4,2,dark purple
166,49.29314,-123.13535,150,2,381,3.45,1,22,20,0,pink
167,49.26338,-123.18966,240,7,10,0.12,1,6,3,0,pink
168,49.28884,-123.13288,96,30,5,0.05,34,0,1,0,pink
169,49.28748,-123.1289,98,30,7,0.13,34,0,3,0,pink
170,49.27629,-123.09888,179,30,8,0.07,1,0,3,0,pink
171,49.28006,-123.05409,225,3,2,0.02,1,0,0,0,pink
172,49.26682,-123.15312,119,4,1,0.01,1,0,0,0,pink
173,49.2669,-123.18107,425,2,18,0.17,1,4,3,1,purple
174,49.27622,-123.12585,120,30,1,0.02,1,269,0,2,dark purple
175,49.26731,-123.09774,292,4,106,0.98,2,2,12,0,pink
176,49.27917,-123.1337,200,30,78,0.71,1,0,0,0,pink
177,49.24187,-123.03668,50,30,41,0.38,2,224,1,2,dark purple
178,49.26366,-123.18138,156,1,149,7.49,2,3,94,0,pink
179,49.2785,-123.05217,80,2,195,1.78,1,4,19,0,pink
180,49.26802,-123.07374,146,2,0,0.0,1,0,0,0,pink
181,49.2839,-123.10111,322,2,53,0.55,2,3,10,0,pink
182,49.27914,-123.12016,300,30,24,0.22,1,260,1,2,dark purple
183,49.24348,-123.03844,40,30,49,0.46,2,209,4,2,dark purple
184,49.2498,-123.10378,110,30,52,0.47,1,260,5,2,dark purple
185,49.28875,-123.12417,104,30,6,0.06,34,0,2,0,pink
186,49.28886,-123.12616,104,30,3,0.15,34,0,0,0,pink
187,49.27359,-123.10051,200,30,6,0.06,1,130,0,0,pink
188,49.2782,-123.10575,164,3,135,1.24,1,3,22,0,pink
189,49.28719,-123.12856,83,30,2,0.04,34,0,0,0,pink
190,49.27197,-123.17999,457,7,5,0.05,1,0,0,1,purple
191,49.27899,-123.12156,300,30,2,0.02,41,303,0,2,dark purple
192,49.28488,-123.02993,79,30,93,0.86,1,43,7,0,pink
193,49.2472936,-123.1706461,134,2,1,1.0,1,28,1,0,pink
194,49.26769549,-123.1529797,300,2,105,0.96,1,284,16,2,dark purple
195,49.23656,-123.02782,133,30,0,0.0,1,330,0,2,dark purple
196,49.26214586,-123.1802982,760,5,5,0.05,1,54,0,1,purple
197,49.28374,-123.12267,175,30,102,0.95,1,281,3,2,dark purple
198,49.27523,-123.1524,250,7,16,0.17,1,0,4,0,pink
199,49.23322,-123.02764,50,4,4,0.04,2,0,0,0,pink
200,49.26867,-123.16656,473,1,114,1.24,3,258,39,1,purple
201,49.24559,-123.04974,40,30,25,0.24,5,202,3,2,dark purple
202,49.25782,-123.20131,121,3,97,0.9,2,33,20,0,pink
203,49.27928,-123.07949,110,2,422,3.92,1,224,46,2,dark purple
204,49.27021,-123.03816,140,1,216,2.0,1,119,35,0,pink
205,49.27656,-123.11813,444,30,12,0.11,6,365,0,1,purple
206,49.29169,-123.05097,800,1,123,1.27,2,182,79,1,purple
207,49.27198,-123.0681,122,1,660,6.1,1,242,77,2,dark purple
208,49.24389,-123.0485,68,30,24,0.22,5,183,3,2,dark purple
209,49.27166,-123.06616,140,3,323,2.99,1,72,61,0,pink
210,49.27412,-123.07405,117,3,97,1.08,1,0,0,0,pink
211,49.26013,-123.1891,300,2,183,1.7,1,263,31,2,dark purple
212,49.26268,-123.14881,180,7,32,0.3,1,0,0,0,pink
213,49.2493,-123.10796,275,3,103,0.98,2,293,14,2,dark purple
214,49.25725,-123.08369,199,4,64,0.6,1,0,0,0,pink
215,49.28873,-123.12582,96,30,2,0.04,34,0,1,0,pink
216,49.2357,-123.10428,85,3,736,6.9,1,27,58,0,pink
217,49.26998,-123.06769,97,1,615,5.72,1,123,66,0,pink
218,49.2852,-123.13391,171,7,192,1.79,1,58,8,0,pink
219,49.26037,-123.10503,106,3,437,4.07,1,248,53,2,dark purple
220,49.2649,-123.16641,395,30,0,0.0,1,0,0,1,purple
221,49.28169,-123.11802,98,30,214,2.03,1,0,0,0,pink
222,49.29236,-123.13936,87,30,12,0.11,34,0,1,0,pink
223,49.25886,-123.10898,349,2,225,2.11,1,265,44,2,dark purple
224,49.27399,-123.12399,121,30,105,1.01,1,303,3,2,dark purple
225,49.2721405,-123.0705261,162,5,95,0.94,3,310,9,2,dark purple
226,49.28063,-123.12652,533,1,0,0.0,1,361,0,1,purple
227,49.27949,-123.10711,169,30,18,0.18,7,311,2,2,dark purple
228,49.22539,-123.17667,215,1,318,3.03,1,67,61,0,pink
229,49.27585,-123.06803,199,3,117,1.2,1,292,12,2,dark purple
230,49.22826,-123.03193,136,2,30,0.28,6,365,6,2,dark purple
231,49.27429,-123.12966,117,2,35,0.33,2,13,20,0,pink
232,49.28409,-123.12462,128,30,63,0.6,1,221,2,2,dark purple
233,49.28109,-123.10671,297,2,415,4.62,1,220,72,2,dark purple
234,49.28675,-123.04766,120,3,44,2.57,1,80,30,0,pink
235,49.28269,-123.13038,76,30,99,0.94,1,271,2,2,dark purple
236,49.2669,-123.16656,140,3,341,3.26,1,0,0,0,pink
237,49.27334,-123.12764,161,2,220,2.13,2,18,43,0,pink
238,49.25595,-123.07807,156,5,38,0.45,1,0,0,0,pink
239,49.23695,-123.03251,65,4,291,2.78,2,236,24,2,dark purple
240,49.26184,-123.14763,495,5,13,0.14,1,0,0,1,purple
241,49.27351,-123.15035,140,28,31,0.34,1,0,4,0,pink
242,49.27403,-123.09921,200,4,88,0.97,1,9,9,0,pink
243,49.27487,-123.14964,675,2,14,0.15,1,27,9,1,purple
244,49.27315,-123.16093,600,4,42,0.41,1,6,5,1,purple
245,49.26595,-123.12975,50,30,31,0.31,1,33,1,0,pink
246,49.26137,-123.16982,155,30,114,1.1,1,196,5,2,dark purple
247,49.27216,-123.04006,500,4,12,0.12,2,7,0,1,purple
248,49.26424,-123.20055,156,2,284,2.85,1,265,60,2,dark purple
249,49.27186,-123.10121,225,30,73,0.72,2,365,0,2,dark purple
250,49.26041,-123.09035,104,5,226,2.24,2,10,26,0,pink
251,49.28111,-123.07293,110,30,9,0.09,1,87,0,0,pink
252,49.25107,-123.1025,116,4,171,1.96,1,214,28,2,dark purple
253,49.27469,-123.13217,457,4,144,1.83,1,161,40,1,purple
254,49.25365,-123.08689,141,1,170,1.74,1,42,41,0,pink
255,49.25244,-123.0623,85,30,155,1.53,1,25,5,0,pink
256,49.27147,-123.12661,400,30,16,0.17,8,291,0,1,purple
257,49.24027,-123.10221,110,2,60,0.61,4,283,29,2,dark purple
258,49.261467,-123.082291,125,3,483,4.81,1,53,62,0,pink
259,49.27517,-123.06581,678,2,15,0.15,2,227,0,1,purple
260,49.26616,-123.12985,93,3,132,1.36,2,15,23,0,pink
261,49.24531,-123.09533,143,14,53,0.71,2,40,15,0,pink
262,49.25965,-123.20512,378,4,129,1.29,1,311,11,2,dark purple
263,49.27993,-123.1263,228,30,108,1.07,3,32,4,0,pink
264,49.2384304,-123.1537238,103,1,14,6.09,8,283,14,2,dark purple
265,49.2384864,-123.152607,127,1,12,4.86,8,279,12,2,dark purple
266,49.27508,-123.12388,150,30,15,0.16,8,256,2,2,dark purple
267,49.26106,-123.13975,250,2,1,0.01,1,92,0,0,pink
268,49.2644,-123.09873,81,2,92,0.92,1,0,0,0,pink
269,49.25872,-123.12185,85,30,8,0.08,3,170,2,2,dark purple
270,49.28045,-123.10871,223,2,268,2.7,2,245,44,2,dark purple
271,49.28287,-123.09425,80,2,50,0.51,1,0,0,0,pink
272,49.27841,-123.10815,110,5,6,0.06,2,90,4,0,pink
273,49.2827,-123.1241,200,30,70,0.7,12,249,0,2,dark purple
274,49.27638,-123.12394,130,30,162,1.61,3,173,5,2,dark purple
275,49.25853,-123.08005,130,10,10,0.12,1,0,0,0,pink
276,49.24731,-123.08777,110,2,888,8.87,1,205,112,0,pink
277,49.28713989,-123.1257629,340,30,37,0.38,1,37,2,0,pink
278,49.24243,-123.04059,204,3,275,2.75,2,2,34,0,pink
279,49.27105,-123.18246,214,30,90,1.22,2,155,6,0,pink
280,49.27832,-123.12109,109,30,33,0.35,1,6,3,0,pink
281,49.27549,-123.06406,211,2,269,2.69,1,80,39,0,pink
282,49.24942,-123.12413,152,3,218,2.2,1,185,48,2,dark purple
283,49.27899,-123.11768,129,30,61,0.62,1,269,0,2,dark purple
284,49.26914,-123.05684,207,1,373,3.86,2,49,43,0,pink
285,49.27694,-123.06243,249,3,85,0.86,1,0,0,0,pink
286,49.27213669,-123.0702362,199,5,106,1.08,3,321,19,2,dark purple
287,49.27851,-123.09941,125,4,39,0.39,1,0,0,0,pink
288,49.28084,-123.12598,93,30,8,0.11,34,0,2,0,pink
289,49.24554,-123.05089,120,4,310,4.29,1,56,48,0,pink
290,49.28669,-123.06221,214,2,500,5.07,1,106,23,0,pink
291,49.28941,-123.12908,120,30,27,0.27,1,255,2,2,dark purple
292,49.27675,-123.06537,154,2,369,3.86,1,222,44,2,dark purple
293,49.25486,-123.10583,325,3,5,0.07,1,15,2,0,pink
294,49.27555,-123.11307,150,30,1,0.07,8,180,0,2,dark purple
295,49.27572,-123.06039,764,4,20,0.21,1,27,0,1,purple
296,49.24506,-123.09533,493,14,28,0.29,2,100,0,1,purple
297,49.27915828,-123.1233854,442,1,128,1.45,2,220,4,1,purple
298,49.25679,-123.07926,379,3,175,2.09,1,275,16,1,purple
299,49.26649,-123.12179,200,30,6,0.06,1,0,0,0,pink
300,49.26407,-123.03992,50,3,67,0.68,1,39,6,0,pink
301,49.27912,-123.12066,350,30,37,0.4,1,268,0,2,dark purple
302,49.26071,-123.09265,850,4,67,0.68,1,182,7,1,purple
303,49.25076,-123.10873,135,30,84,0.86,1,274,6,2,dark purple
304,49.27729,-123.11603,266,1,29,0.3,9,0,0,0,pink
305,49.2716,-123.06175,125,5,5,0.06,1,0,0,0,pink
306,49.26624,-123.04491,239,14,9,0.1,1,41,0,0,pink
307,49.27942,-123.13355,153,30,172,1.78,1,277,0,2,dark purple
308,49.24373,-123.04979,97,30,14,0.14,5,43,0,0,pink
309,49.28038,-123.02865,250,30,61,0.63,3,180,2,2,dark purple
310,49.28113,-123.10764,529,30,274,2.8,1,74,2,1,purple
311,49.26145,-123.13173,232,2,1,0.01,1,355,0,2,dark purple
312,49.29241,-123.13471,105,30,4,0.04,1,0,0,0,pink
313,49.26742,-123.0665,305,5,12,0.13,1,78,1,0,pink
314,49.26644,-123.08922,115,30,43,0.44,1,0,0,0,pink
315,49.27177,-123.06063,475,4,59,0.6,1,150,5,1,purple
316,49.27806,-123.13061,160,5,100,1.22,1,169,27,2,dark purple
317,49.25472,-123.03387,65,30,61,0.63,3,8,2,0,pink
318,49.27551,-123.12431,185,30,24,0.25,1,12,0,0,pink
319,49.26049,-123.17747,178,3,323,3.35,1,3,41,0,pink
320,49.28695,-123.12654,85,30,255,2.9,2,69,7,0,pink
321,49.2668,-123.15955,120,4,45,0.97,2,98,14,0,pink
322,49.2482,-123.09623,90,14,240,2.47,1,50,10,0,pink
323,49.28945,-123.12525,95,30,342,3.52,2,41,4,0,pink
324,49.27853,-123.09265,258,3,309,3.2,1,135,40,0,pink
325,49.26408,-123.12831,180,4,29,0.3,1,0,0,0,pink
326,49.27954,-123.0919,131,3,133,1.37,1,287,26,2,dark purple
327,49.23443,-123.10683,271,30,106,1.1,1,328,15,2,dark purple
328,49.2439,-123.08738,115,1,133,1.49,1,0,0,0,pink
329,49.2539,-123.17975,105,30,18,0.19,3,47,0,0,pink
330,49.22347,-123.14169,160,4,142,1.47,1,128,8,0,pink
331,49.217,-123.09479,198,5,25,0.26,1,0,3,0,pink
332,49.28373,-123.13267,140,1,415,4.29,1,33,78,0,pink
333,49.22261,-123.10396,200,30,21,0.22,1,171,0,2,dark purple
334,49.22609,-123.16761,198,1,151,1.57,1,49,40,0,pink
335,49.24631,-123.08651,120,30,12,0.14,1,0,0,0,pink
336,49.28122,-123.02748,120,2,88,0.91,3,0,0,0,pink
337,49.28053,-123.02698,220,30,64,0.66,3,239,5,2,dark purple
338,49.2308,-123.07286,80,30,76,0.79,1,275,6,2,dark purple
339,49.27832,-123.12194,226,1,397,4.14,1,85,48,0,pink
340,49.23738,-123.06686,70,30,26,0.27,1,0,0,0,pink
341,49.26746,-123.12785,283,7,9,0.13,2,14,1,0,pink
342,49.25558,-123.11997,130,1,31,2.33,1,9,26,0,pink
343,49.26686,-123.09706,195,7,29,0.3,1,304,3,2,dark purple
344,49.27493726,-123.1001223,132,2,114,1.58,1,88,12,0,pink
345,49.27157593,-123.0706635,153,2,160,1.91,1,9,1,0,pink
346,49.27749,-123.12297,250,30,5,0.05,1,68,0,0,pink
347,49.26276,-123.14645,436,1,57,0.67,5,330,16,1,purple
348,49.26405,-123.18769,202,30,60,0.64,1,252,5,2,dark purple
349,49.2524,-123.10314,546,3,155,2.99,2,100,52,1,purple
350,49.27248383,-123.0621948,100,29,227,2.37,1,180,5,2,dark purple
351,49.26103,-123.1857,120,3,78,0.82,5,178,11,2,dark purple
352,49.26258,-123.18716,111,3,93,0.98,5,162,22,0,pink
353,49.25031,-123.1205,207,3,63,0.74,1,365,1,2,dark purple
354,49.26595,-123.09794,225,30,148,1.55,2,98,13,0,pink
355,49.26108,-123.18723,131,3,91,0.95,5,347,21,2,dark purple
356,49.28185,-123.10456,196,2,731,7.71,1,286,91,2,dark purple
357,49.27576,-123.06508,225,3,16,0.17,1,0,0,0,pink
358,49.26023,-123.08671,218,2,121,1.27,1,56,18,0,pink
359,49.28043,-123.10787,264,1,197,2.07,2,260,2,2,dark purple
360,49.28062,-123.10494,200,2,7,0.11,1,0,0,0,pink
361,49.25979,-123.11194,75,1,430,4.52,1,0,59,0,pink
362,49.26634,-123.09807,89,2,0,0.0,1,0,0,0,pink
363,49.27667,-123.12752,150,30,2,0.02,1,0,0,0,pink
364,49.25406,-123.09324,80,3,1,0.04,2,190,0,2,dark purple
365,49.26984,-123.17918,722,14,7,0.07,1,303,0,1,purple
366,49.28253,-123.0918,199,3,193,2.04,1,24,29,0,pink
367,49.26443,-123.09925,129,1,78,1.2,1,3,29,0,pink
368,49.26559,-123.14014,250,30,76,0.8,1,115,31,0,pink
369,49.25211,-123.03292,39,30,58,0.62,6,45,4,0,pink
370,49.25101,-123.03313,39,30,32,0.34,6,54,3,0,pink
371,49.24672,-123.09614,425,28,19,0.23,1,199,0,1,purple
372,49.27656,-123.13123,75,4,5,0.07,1,0,0,0,pink
373,49.27991,-123.1054,210,30,131,1.47,3,38,4,0,pink
374,49.26149,-123.1309,128,3,223,2.35,1,252,38,2,dark purple
375,49.2792118,-123.1214803,233,1,9,7.71,1,198,9,2,dark purple
376,49.2779,-123.12062,339,30,57,0.61,1,223,11,2,dark purple
377,49.27862,-123.09962,162,30,31,0.34,1,239,3,2,dark purple
378,49.23191,-123.09369,250,4,9,0.1,2,0,0,0,pink
379,49.27483,-123.11601,175,30,32,0.35,8,277,4,2,dark purple
380,49.24963,-123.07277,87,1,192,2.02,2,188,40,2,dark purple
381,49.23062,-123.03803,72,3,121,1.28,1,0,0,0,pink
382,49.28311,-123.13196,70,30,0,0.0,1,0,0,0,pink
383,49.27604,-123.0988,214,2,114,1.21,1,61,21,0,pink
384,49.27465,-123.15155,398,6,6,0.07,1,70,1,1,purple
385,49.27805,-123.12536,800,30,21,0.22,1,365,0,1,purple
386,49.267456,-123.153473,177,30,32,0.38,1,129,6,0,pink
387,49.27863118,-123.1374906,350,30,0,0.0,2,173,0,1,purple
388,49.25368,-123.09956,150,3,4,0.07,1,0,0,0,pink
389,49.2688,-123.18376,380,7,1,0.01,2,111,0,1,purple
390,49.26377,-123.05951,143,2,300,3.23,1,66,59,0,pink
391,49.28067,-123.13746,517,30,0,0.0,1,358,0,1,purple
392,49.27662,-123.096,220,2,417,4.69,1,151,80,0,pink
393,49.2732,-123.12485,255,30,98,1.05,1,112,6,0,pink
394,49.26464,-123.0651,125,4,5,0.05,1,0,0,0,pink
395,49.25904,-123.12737,180,4,102,2.08,1,12,25,0,pink
396,49.26132,-123.08084,145,14,94,1.09,1,250,12,2,dark purple
397,49.27913,-123.03185,122,3,23,0.28,2,162,12,0,pink
398,49.27895,-123.12466,293,3,109,1.21,1,125,21,0,pink
399,49.24796,-123.09164,68,6,6,0.07,1,0,0,0,pink
