,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,clusters,cluster
3082,49.27964,-123.108856,334,2,101,5.33,2,45,69,0,pink
3083,49.2755,-123.12565,250,30,3,0.2,1,364,1,2,dark purple
3084,49.210186,-123.141876,264,1,181,8.93,1,268,116,2,dark purple
3085,49.27873,-123.12615,99,30,3,0.18,34,0,0,0,pink
3086,49.27881,-123.10989,452,2,30,1.87,1,245,23,1,purple
3087,49.28035,-123.12513,170,1,64,3.15,1,36,45,0,pink
3088,49.272354,-123.156494,312,3,45,2.41,4,26,26,0,pink
3089,49.26004,-123.183,109,3,55,3.25,2,81,42,0,pink
3090,49.27056,-123.04463,120,3,0,0.0,1,0,0,0,pink
3091,49.27994,-123.12292,245,1,86,4.26,1,45,50,0,pink
3092,49.27074,-123.10981,169,30,7,0.35,16,50,2,0,pink
3093,49.28224,-123.02616,279,3,49,2.76,1,314,32,2,dark purple
3094,49.24223,-123.04169,146,1,40,2.17,1,43,31,0,pink
3095,49.27389,-123.12902,250,4,32,2.64,1,278,32,2,dark purple
3096,49.26875,-123.17022,150,20,9,0.62,1,271,6,2,dark purple
3097,49.26749,-123.04195,254,2,30,1.65,1,55,20,0,pink
3098,49.28634,-123.133,170,30,4,0.28,1,236,3,2,dark purple
3099,49.23838,-123.04319,141,2,26,1.33,2,230,19,2,dark purple
3100,49.2607,-123.0629,146,3,61,3.11,1,8,42,0,pink
3101,49.278488,-123.129669,218,1,108,5.45,1,170,74,2,dark purple
3102,49.26934,-123.09995,255,2,32,1.72,1,18,21,0,pink
3103,49.27485,-123.12004,130,30,1,0.06,1,0,0,0,pink
3104,49.27111,-123.16437,104,2,28,1.7,2,3,23,0,pink
3105,49.28264,-123.10055,323,2,86,4.39,1,26,53,0,pink
3106,49.22556,-123.11769,79,1,36,1.94,1,87,19,0,pink
3107,49.28023,-123.12441,300,3,52,3.54,1,0,41,0,pink
3108,49.271198,-123.176323,200,30,5,0.3,2,289,2,2,dark purple
3109,49.26769,-123.10049,140,30,7,0.4,1,0,5,0,pink
3110,49.278667,-123.12056,110,30,10,0.6,1,294,7,2,dark purple
3111,49.27164,-123.15202,226,4,45,2.32,1,13,30,0,pink
3112,49.25074,-123.10011,103,30,2,0.21,1,359,2,2,dark purple
3113,49.26181,-123.03733,292,30,21,1.19,2,222,13,2,dark purple
3114,49.27272,-123.03632,99,14,21,1.13,1,132,12,0,pink
3115,49.27459,-123.12567,160,30,5,0.27,1,123,3,0,pink
3116,49.27288,-123.03578,122,3,56,2.89,2,274,31,2,dark purple
3117,49.26189,-123.1795,191,1,115,5.81,2,9,74,0,pink
3118,49.26872,-123.14232,154,30,8,0.44,1,115,4,0,pink
3119,49.26905,-123.03937,54,30,4,0.31,5,129,3,0,pink
3120,49.24725,-123.02393,350,5,15,0.83,3,134,10,1,purple
3121,49.28126,-123.10915,90,30,5,0.31,3,38,3,0,pink
3122,49.2699,-123.10042,179,2,5,0.38,1,0,1,0,pink
3123,49.27429,-123.11537,156,30,5,0.3,1,279,3,2,dark purple
3124,49.28607,-123.13631,124,3,50,2.55,1,238,37,2,dark purple
3125,49.27476,-123.11566,325,2,5,0.3,1,336,4,2,dark purple
3126,49.26935,-123.06394,159,2,84,4.38,1,11,54,0,pink
3127,49.2678,-123.10022,118,2,117,6.06,3,58,76,0,pink
3128,49.27051,-123.11157,228,30,13,0.68,16,80,0,0,pink
3129,49.245087,-123.061363,227,2,68,3.5,1,58,49,0,pink
3130,49.28093,-123.10893,185,7,89,5.12,1,135,69,0,pink
3131,49.28732,-123.1257,124,26,7,0.56,2,69,6,0,pink
3132,49.262623,-123.073257,125,30,5,0.29,1,85,4,0,pink
3133,49.27105,-123.10117,242,2,58,2.98,2,91,44,0,pink
3134,49.26663,-123.13379,265,30,4,0.29,1,364,2,2,dark purple
3135,49.27372,-123.14707,611,3,11,0.57,18,12,3,1,purple
3136,49.27699,-123.09089,209,4,43,2.38,1,165,34,2,dark purple
3137,49.283146,-123.103371,797,2,59,3.13,1,224,35,1,purple
3138,49.28014,-123.12102,221,1,49,2.83,28,49,36,0,pink
3139,49.27509,-123.11849,198,30,18,0.94,1,26,9,0,pink
3140,49.27151,-123.16727,338,3,23,1.21,1,254,13,2,dark purple
3141,49.26848,-123.09997,298,2,96,5.16,1,260,68,2,dark purple
3142,49.26244,-123.14222,139,1,189,9.73,1,36,113,0,pink
3143,49.22899,-123.10397,161,1,112,5.87,2,88,63,0,pink
3144,49.28075,-123.12408,117,30,5,0.3,3,160,2,0,pink
3145,49.278992,-123.108124,396,2,89,5.09,3,104,67,1,purple
3146,49.26802,-123.10011,254,2,95,4.96,1,123,59,0,pink
3147,49.27834,-123.12816,142,30,7,0.39,1,128,5,0,pink
3148,49.28761,-123.13217,183,30,6,0.35,3,96,3,0,pink
3149,49.27203,-123.11067,142,30,44,2.27,3,56,21,0,pink
3150,49.29231,-123.13646,170,30,2,0.11,10,301,1,2,dark purple
3151,49.28555679,-123.123848,220,30,3,0.23,4,179,2,2,dark purple
3152,49.23862,-123.05881,135,1,141,10.42,1,32,139,0,pink
3153,49.26628,-123.06967,156,1,82,5.28,1,55,61,0,pink
3154,49.27883911,-123.107399,428,2,52,2.72,1,275,50,1,purple
3155,49.268883,-123.101006,209,2,16,0.89,1,160,14,2,dark purple
3156,49.2679,-123.14029,150,30,1,0.06,4,290,0,2,dark purple
3157,49.28953,-123.12976,505,10,0,0.0,23,333,0,1,purple
3158,49.28452,-123.12477,590,10,0,0.0,23,351,0,1,purple
3159,49.25384,-123.11282,172,1,32,2.37,1,125,29,0,pink
3160,49.27345,-123.11446,368,15,46,2.47,16,169,22,1,purple
3161,49.26567,-123.06469,160,2,28,1.52,1,0,16,0,pink
3162,49.27353,-123.10005,194,30,6,0.4,1,62,4,0,pink
3163,49.24618,-123.10439,177,2,74,4.48,1,291,55,2,dark purple
3164,49.27784,-123.12782,295,30,32,1.77,2,138,19,0,pink
3165,49.26959,-123.102,220,2,63,3.41,1,53,43,0,pink
3166,49.27993,-123.10522,252,1,59,3.09,1,42,39,0,pink
3167,49.27807,-123.12876,300,2,15,1.21,1,66,14,0,pink
3168,49.278992,-123.108124,450,2,106,5.96,1,92,75,1,purple
3169,49.24668,-123.09273,216,30,21,1.42,1,109,10,0,pink
3170,49.270973,-123.148743,425,2,6,0.35,2,0,5,1,purple
3171,49.26741,-123.15753,293,3,19,1.04,1,0,12,0,pink
3172,49.27959,-123.12037,403,2,24,2.38,1,65,24,1,purple
3173,49.27174,-123.07181,188,2,8,1.02,1,0,8,0,pink
3174,49.27581,-123.12419,354,30,0,0.0,2,159,0,1,purple
3175,49.26946,-123.10007,130,2,113,6.34,5,66,83,0,pink
3176,49.26969,-123.10193,130,2,117,6.2,5,53,76,0,pink
3177,49.27004,-123.10029,126,2,127,6.68,3,60,85,0,pink
3178,49.26779,-123.10126,118,2,122,6.51,3,63,80,0,pink
3179,49.26175,-123.08412,225,7,0,0.0,1,0,0,0,pink
3180,49.23674,-123.16653,144,3,89,4.78,1,21,62,0,pink
3181,49.23169,-123.0771,99,1,57,3.13,1,126,36,0,pink
3182,49.2772,-123.07871,500,5,2,0.18,1,0,2,1,purple
3183,49.22013,-123.08631,200,2,49,2.63,1,35,31,0,pink
3184,49.26434,-123.03881,68,30,0,0.0,6,66,0,0,pink
3185,49.26554,-123.09734,150,30,5,0.37,1,306,4,2,dark purple
3186,49.27388,-123.11406,495,2,14,0.77,4,227,8,1,purple
3187,49.278065,-123.047577,143,1,50,2.64,1,134,41,0,pink
3188,49.2708,-123.10372,148,30,10,0.62,2,174,7,2,dark purple
3189,49.28212,-123.08309,162,1,57,3.14,112,175,39,2,dark purple
3190,49.2885,-123.1227,320,2,111,5.9,2,31,79,0,pink
3191,49.2786,-123.10713,370,2,83,4.72,1,68,53,1,purple
3192,49.25218,-123.04947,181,3,25,1.5,1,57,20,0,pink
3193,49.27649,-123.12624,82,30,3,0.41,1,16,3,0,pink
3194,49.26671,-123.15096,239,21,6,0.35,1,60,3,0,pink
3195,49.23316956,-123.0546494,200,2,68,4.1,2,175,52,2,dark purple
3196,49.27717,-123.12793,242,2,98,5.69,1,72,73,0,pink
3197,49.24306,-123.06606,185,2,78,4.88,1,107,55,0,pink
3198,49.26675,-123.09764,150,30,6,0.48,1,173,5,2,dark purple
3199,49.25357,-123.04138,500,2,0,0.0,1,343,0,1,purple
3200,49.26672,-123.17683,357,2,35,2.21,112,230,21,1,purple
3201,49.24927,-123.05462,131,1,69,3.72,1,115,50,0,pink
3202,49.24436,-123.08632,364,7,0,0.0,2,179,0,1,purple
3203,49.26039,-123.07146,116,3,44,2.47,1,77,26,0,pink
3204,49.27784,-123.12386,500,2,1,0.06,1,357,0,1,purple
3205,49.27577,-123.11461,155,30,9,0.52,1,50,7,0,pink
3206,49.27894,-123.10852,206,1,139,7.55,1,247,91,2,dark purple
3207,49.27761,-123.12805,227,30,0,0.0,1,365,0,2,dark purple
3208,49.27806,-123.12268,276,2,120,6.51,1,183,84,2,dark purple
3209,49.23982239,-123.0981674,130,30,8,0.48,2,0,5,0,pink
3210,49.22527261,-123.1200198,73,30,1,0.06,12,175,0,2,dark purple
3211,49.24541,-123.0627,196,1,79,4.41,1,228,56,2,dark purple
3212,49.27926,-123.10456,150,30,4,0.41,1,17,4,0,pink
3213,49.28283,-123.12451,188,30,8,0.55,4,121,6,0,pink
3214,49.23531,-123.04212,129,1,49,2.73,1,290,38,2,dark purple
3215,49.21329,-123.13759,138,3,64,4.0,1,10,54,0,pink
3216,49.25038,-123.0999,501,3,10,0.79,1,159,9,1,purple
3217,49.23287,-123.03256,153,2,56,3.11,1,5,42,0,pink
3218,49.26945,-123.10197,259,1,105,5.75,3,151,77,0,pink
3219,49.26347,-123.15016,110,30,2,0.17,2,184,2,2,dark purple
3220,49.26072,-123.08679,386,2,66,3.67,1,286,43,1,purple
3221,49.27948,-123.12846,287,1,16,1.22,1,17,13,0,pink
3222,49.27867,-123.13049,282,2,32,1.88,1,58,21,0,pink
3223,49.2796402,-123.1088562,441,1,3,0.22,1,284,2,1,purple
3224,49.2502,-123.04452,172,30,12,0.69,2,138,9,0,pink
3225,49.26965,-123.10027,148,30,63,3.41,1,70,38,0,pink
3226,49.22451,-123.12202,60,30,4,0.23,12,175,1,2,dark purple
3227,49.23582,-123.04613,130,2,36,2.02,2,119,28,0,pink
3228,49.26703978,-123.1845153,453,3,0,0.0,1,51,0,1,purple
3229,49.27182,-123.06724,205,2,70,3.93,1,244,55,2,dark purple
3230,49.28118,-123.11904,500,30,0,0.0,1,362,0,1,purple
3231,49.26354551,-123.2004292,664,7,1,1.0,11,141,1,1,purple
3232,49.27858,-123.1088,462,1,108,5.89,1,128,68,1,purple
3233,49.28,-123.13526,249,2,2,0.37,1,90,2,0,pink
3234,49.276817,-123.127129,255,30,57,3.3,1,94,39,0,pink
3235,49.27968,-123.13862,98,10,2,0.12,1,0,1,0,pink
3236,49.28162,-123.10409,296,7,59,3.52,1,164,48,2,dark purple
3237,49.26236,-123.14082,122,3,40,2.37,1,49,31,0,pink
3238,49.2325,-123.03907,300,2,48,2.74,1,283,31,2,dark purple
3239,49.27831,-123.12079,282,2,125,7.13,1,18,95,0,pink
3240,49.26703,-123.16064,549,4,11,0.63,4,0,4,1,purple
3241,49.22741,-123.11395,57,30,0,0.0,12,123,0,0,pink
3242,49.22336,-123.15089,233,5,33,2.22,1,151,25,0,pink
3243,49.26575,-123.09905,300,6,4,0.27,1,4,3,0,pink
3244,49.27903,-123.13372,94,30,1,0.06,34,0,0,0,pink
3245,49.22959,-123.02697,257,4,22,1.39,6,53,14,0,pink
3246,49.25496,-123.11763,161,2,3,3.0,1,288,3,2,dark purple
3247,49.2147,-123.14397,109,1,93,5.29,1,80,71,0,pink
3248,49.28999,-123.13831,135,30,5,0.3,1,180,2,2,dark purple
3249,49.27222,-123.15986,209,4,15,0.96,1,72,11,0,pink
3250,49.28859,-123.12614,125,30,4,0.3,11,77,3,0,pink
3251,49.27872,-123.1054,521,1,44,3.19,5,264,39,1,purple
3252,49.27991,-123.10842,504,2,78,4.4,1,40,55,1,purple
3253,49.23602,-123.08234,152,1,11,0.62,2,22,9,0,pink
3254,49.23982,-123.16016,925,7,2,0.19,1,67,2,1,purple
3255,49.279339,-123.106544,514,2,53,3.35,1,276,41,1,purple
3256,49.28144,-123.11706,210,30,2,0.21,1,289,2,2,dark purple
3257,49.28038,-123.1219,272,2,49,2.76,28,121,41,0,pink
3258,49.27958,-123.1081,245,1,52,2.98,28,110,33,0,pink
3259,49.28657,-123.12507,286,2,47,2.71,1,57,23,0,pink
3260,49.28992,-123.13057,250,30,3,0.24,13,314,2,2,dark purple
3261,49.27938,-123.10907,235,2,160,9.2,1,61,119,0,pink
3262,49.2409,-123.04883,92,5,8,0.45,1,168,6,2,dark purple
3263,49.24023,-123.09728,123,30,9,0.57,2,1,6,0,pink
3264,49.25122,-123.11358,201,1,88,5.61,1,256,67,2,dark purple
3265,49.27809,-123.10827,276,1,36,2.23,28,182,27,2,dark purple
3266,49.27953,-123.13026,261,1,61,3.47,28,167,47,2,dark purple
3267,49.27824,-123.10962,239,2,92,5.53,1,303,58,2,dark purple
3268,49.27915,-123.03073,117,3,32,1.94,1,7,26,0,pink
3269,49.278839,-123.107399,258,2,49,2.79,1,117,27,0,pink
3270,49.27283,-123.12129,249,30,3,0.71,1,294,3,2,dark purple
3271,49.22073,-123.08173,249,2,64,3.64,1,58,42,0,pink
3272,49.274403,-123.130981,119,30,5,0.33,23,142,4,0,pink
3273,49.23835,-123.1725,275,30,2,0.15,1,334,1,2,dark purple
3274,49.26193,-123.18706,414,2,65,3.91,1,0,45,1,purple
3275,49.26456,-123.17044,286,4,16,1.0,1,0,3,0,pink
3276,49.26923,-123.10233,279,2,73,4.2,1,278,47,2,dark purple
3277,49.27874,-123.1232,264,1,62,3.73,1,61,41,0,pink
3278,49.21631,-123.11369,179,30,2,0.15,1,0,0,0,pink
3279,49.24713,-123.03256,111,3,62,3.73,1,112,46,0,pink
3280,49.28036,-123.10779,242,1,100,5.98,1,3,66,0,pink
3281,49.25062,-123.05418,137,2,33,1.94,1,39,24,0,pink
3282,49.22015762,-123.0367966,79,30,6,0.38,7,52,4,0,pink
3283,49.27681732,-123.1271286,272,1,71,4.33,1,148,63,0,pink
3284,49.27325,-123.07023,210,4,65,4.11,2,57,49,0,pink
3285,49.27738,-123.10027,173,3,28,1.77,1,32,19,0,pink
3286,49.28225,-123.12449,161,1,31,2.22,2,22,26,0,pink
3287,49.28117,-123.12637,69,30,4,0.6,1,189,4,2,dark purple
3288,49.25936,-123.18241,111,3,64,3.81,2,84,45,0,pink
3289,49.2498,-123.05363,169,3,44,2.67,1,131,34,0,pink
3290,49.2788,-123.10856,220,1,79,6.03,4,115,74,0,pink
3291,49.27772,-123.10684,228,1,52,3.25,1,228,37,2,dark purple
3292,49.226768,-123.071358,104,1,80,4.87,3,48,62,0,pink
3293,49.27551,-123.11572,160,30,21,1.29,16,163,12,2,dark purple
3294,49.27867,-123.10671,200,1,92,5.38,1,35,42,0,pink
3295,49.2784,-123.08592,150,30,1,0.33,1,274,1,2,dark purple
3296,49.27231,-123.14955,225,30,5,0.35,3,207,4,2,dark purple
3297,49.28925,-123.12583,681,10,0,0.0,23,364,0,1,purple
3298,49.251869,-123.07547,150,2,5,0.32,5,20,4,0,pink
3299,49.251869,-123.07547,158,2,48,2.97,5,20,39,0,pink
3300,49.251869,-123.07547,135,2,3,0.18,5,19,2,0,pink
3301,49.25331,-123.08743,250,3,51,3.23,1,25,41,0,pink
3302,49.26353,-123.08277,125,30,2,0.17,1,7,2,0,pink
3303,49.278839,-123.107399,258,1,106,6.78,40,68,83,0,pink
3304,49.27680588,-123.1292496,160,30,2,0.17,41,334,2,2,dark purple
3305,49.27680588,-123.1292496,200,30,0,0.0,41,365,0,2,dark purple
3306,49.27680588,-123.1292496,300,30,1,1.0,41,338,1,2,dark purple
3307,49.29113,-123.12291,761,9,0,0.0,23,336,0,1,purple
3308,49.28429,-123.13437,175,30,6,0.43,1,282,5,2,dark purple
3309,49.21923,-123.09069,106,7,37,2.49,2,3,33,0,pink
3310,49.27680588,-123.1292496,300,30,0,0.0,41,365,0,2,dark purple
3311,49.27680588,-123.1292496,163,30,2,0.16,41,334,2,2,dark purple
3312,49.27680588,-123.1292496,200,30,0,0.0,41,364,0,2,dark purple
3313,49.21545,-123.11622,576,2,58,3.51,112,297,39,1,purple
3314,49.27877432,-123.121869,313,2,106,6.56,1,329,73,2,dark purple
3315,49.26838,-123.16187,411,3,22,1.39,1,22,10,1,purple
3316,49.29246,-123.13475,160,30,4,0.26,10,294,3,2,dark purple
3317,49.212772,-123.063576,130,30,2,0.14,40,20,1,0,pink
3318,49.27824,-123.10881,830,30,47,2.68,1,340,32,1,purple
3319,49.26616,-123.14731,140,30,0,0.0,1,296,0,2,dark purple
3320,49.27786,-123.11915,241,7,52,2.9,1,90,32,0,pink
3321,49.271362,-123.150948,425,3,14,1.17,1,96,14,1,purple
3322,49.29046,-123.04278,239,30,70,4.0,1,276,43,2,dark purple
3323,49.28621,-123.1235,150,6,43,2.61,2,31,36,0,pink
3324,49.28623,-123.12309,133,6,58,3.44,2,53,45,0,pink
3325,49.273327,-123.119072,174,30,1,0.1,1,293,1,2,dark purple
3326,49.26093,-123.10725,329,4,7,0.47,1,10,6,0,pink
3327,49.27848,-123.10681,734,2,56,3.44,2,74,33,1,purple
3328,49.27072,-123.10981,150,30,8,0.55,1,38,6,0,pink
3329,49.26519,-123.17573,378,2,58,4.15,1,93,53,1,purple
3330,49.27141,-123.1658,356,5,14,0.89,2,1,12,0,pink
3331,49.23408,-123.07527,146,30,49,2.92,1,334,25,2,dark purple
3332,49.24002,-123.0405,70,30,41,2.8,1,0,29,0,pink
3333,49.27753,-123.09986,300,2,18,1.13,28,30,14,0,pink
3334,49.27837,-123.10732,289,2,22,1.42,28,54,16,0,pink
3335,49.21809,-123.05294,284,3,51,5.52,1,208,51,2,dark purple
3336,49.2672,-123.14684,155,30,0,0.0,1,265,0,2,dark purple
3337,49.273464,-123.15007,457,2,2,0.13,1,45,1,1,purple
3338,49.27846,-123.12076,317,5,18,1.34,2,112,14,0,pink
3339,49.24949,-123.05988,248,2,40,2.55,1,130,27,0,pink
3340,49.23556,-123.12669,268,30,0,0.0,16,49,0,0,pink
3341,49.23504,-123.12689,268,30,1,0.12,16,49,1,0,pink
3342,49.24211,-123.16878,207,1,36,2.49,1,67,24,0,pink
3343,49.25316,-123.09006,158,3,86,5.36,1,235,72,2,dark purple
3344,49.28059,-123.10916,433,2,61,3.94,1,55,53,1,purple
3345,49.26696,-123.13169,275,2,42,2.83,1,56,34,0,pink
3346,49.28176,-123.10719,325,1,89,5.88,1,32,73,0,pink
3347,49.21102,-123.09417,82,5,54,3.39,3,65,43,0,pink
3348,49.27189,-123.06115,318,2,57,3.59,1,266,36,2,dark purple
3349,49.27773,-123.10868,232,2,111,7.71,1,69,101,0,pink
3350,49.2742,-123.11429,299,30,7,0.57,2,248,6,2,dark purple
3351,49.25382,-123.03675,171,4,51,3.28,1,56,34,0,pink
3352,49.25439,-123.19624,98,30,9,0.62,1,162,7,0,pink
3353,49.27495,-123.12722,240,1,29,1.81,1,341,19,2,dark purple
3354,49.27905,-123.07353,200,1,0,0.0,4,14,0,0,pink
3355,49.24921,-123.10953,300,30,20,1.37,2,308,15,2,dark purple
3356,49.26581,-123.09625,201,2,44,2.72,112,167,32,2,dark purple
3357,49.26509,-123.04036,188,30,21,1.33,1,36,10,0,pink
3358,49.28649,-123.12461,301,1,119,7.39,1,99,97,0,pink
3359,49.2712,-123.15138,295,30,0,0.0,2,0,0,0,pink
3360,49.28042,-123.12475,237,30,2,0.14,1,311,0,2,dark purple
3361,49.27981,-123.10838,283,3,43,3.02,1,204,38,2,dark purple
3362,49.27881,-123.10941,295,3,16,1.02,1,129,9,0,pink
3363,49.26803,-123.10071,226,1,57,3.89,3,167,42,2,dark purple
3364,49.27785,-123.12954,391,5,20,1.45,112,350,14,2,dark purple
3365,49.27923,-123.12031,200,30,6,0.45,1,82,5,0,pink
3366,49.27905,-123.12086,343,3,64,3.98,1,87,49,1,purple
3367,49.27899,-123.07411,450,1,68,4.23,112,287,44,1,purple
3368,49.22898,-123.11679,201,1,29,3.39,2,29,29,0,pink
3369,49.27923,-123.12232,95,1,60,4.18,7,204,55,2,dark purple
3370,49.27797,-123.12297,95,1,16,1.2,7,195,15,2,dark purple
3371,49.27847,-123.12426,89,1,18,1.12,7,188,10,2,dark purple
3372,49.27797,-123.03602,210,2,66,4.29,1,117,43,0,pink
3373,49.22731,-123.11669,198,1,52,3.22,2,29,41,0,pink
3374,49.26145,-123.17353,330,7,3,0.21,4,14,2,0,pink
3375,49.258511,-123.169258,178,1,74,5.05,40,77,60,0,pink
3376,49.25136,-123.03416,195,2,46,2.91,1,195,38,2,dark purple
3377,49.274914,-123.131027,599,30,3,0.21,1,356,2,1,purple
3378,49.2772,-123.12613,206,1,77,4.99,1,88,62,0,pink
3379,49.27556,-123.11598,248,26,15,0.95,1,187,10,2,dark purple
3380,49.27828,-123.12128,280,30,79,5.94,1,308,71,2,dark purple
3381,49.24948,-123.08131,202,1,47,3.33,1,5,40,0,pink
3382,49.28353,-123.10468,313,2,84,5.77,1,251,73,2,dark purple
3383,49.27582,-123.12673,262,4,20,1.56,3,184,19,2,dark purple
3384,49.28738022,-123.1237869,494,1,32,2.45,2,62,29,1,purple
3385,49.28097,-123.11662,150,30,0,0.0,1,304,0,2,dark purple
3386,49.27671,-123.11476,115,30,3,0.69,1,263,3,2,dark purple
3387,49.27595,-123.12827,191,2,38,2.39,2,111,31,0,pink
3388,49.21133,-123.12235,75,30,6,0.43,2,206,5,2,dark purple
3389,49.27965,-123.12541,254,2,93,6.47,1,149,76,0,pink
3390,49.2761,-123.12638,226,1,97,6.37,1,34,74,0,pink
3391,49.21694,-123.06275,203,3,10,0.67,2,227,7,2,dark purple
3392,49.26192,-123.03705,257,3,13,0.9,2,179,10,2,dark purple
3393,49.28022,-123.12506,238,1,61,3.96,1,51,45,0,pink
3394,49.21944,-123.04112,69,30,4,0.27,7,85,3,0,pink
3395,49.25172518,-123.0725242,354,5,0,0.0,1,32,0,1,purple
3396,49.2071,-123.06412,118,30,1,0.2,1,266,1,2,dark purple
3397,49.23289,-123.0421,99,1,0,0.0,1,318,0,2,dark purple
3398,49.21696,-123.1139,280,30,3,0.26,1,364,3,2,dark purple
3399,49.2669,-123.17785,91,5,37,2.55,1,151,27,0,pink
3400,49.29044,-123.12689,265,2,64,4.43,1,304,52,2,dark purple
3401,49.24384,-123.08696,158,30,16,1.36,1,291,16,2,dark purple
3402,49.26928,-123.10216,196,2,38,2.67,1,1,29,0,pink
3403,49.26746,-123.1728,125,2,21,1.55,1,9,17,0,pink
3404,49.28265,-123.02794,121,2,57,3.75,1,23,41,0,pink
3405,49.22703,-123.09093,109,30,7,0.61,1,0,7,0,pink
3406,49.27315,-123.12773,229,30,0,0.0,10,15,0,0,pink
3407,49.24102,-123.04993,160,2,22,2.19,1,33,22,0,pink
3408,49.27792,-123.12654,276,1,45,3.21,112,333,37,2,dark purple
3409,49.27672,-123.13028,629,2,0,0.0,1,96,0,1,purple
3410,49.26964,-123.10062,276,2,30,2.97,1,38,30,0,pink
3411,49.28163,-123.05489,226,2,33,2.28,2,58,25,0,pink
3412,49.26817,-123.10207,216,1,62,4.14,4,235,49,2,dark purple
3413,49.27377,-123.11451,248,30,6,0.55,2,0,6,0,pink
3414,49.2702,-123.16161,94,30,7,0.56,3,110,6,0,pink
3415,49.279781,-123.106384,173,30,4,0.33,7,300,4,2,dark purple
3416,49.27692,-123.13115,169,30,1,0.11,5,38,1,0,pink
3417,49.23629,-123.07196,454,1,50,3.81,1,135,47,1,purple
3418,49.255,-123.07054,193,3,60,3.94,1,315,46,2,dark purple
3419,49.28843,-123.12406,259,1,61,4.02,1,18,47,0,pink
3420,49.27659,-123.06246,113,2,6,3.67,2,8,6,0,pink
3421,49.26604,-123.10004,130,30,8,0.59,2,112,6,0,pink
3422,49.2803,-123.08313,296,2,50,3.68,1,238,43,2,dark purple
3423,49.275288,-123.115334,290,5,35,2.46,9,99,30,0,pink
3424,49.27729,-123.12597,239,1,33,2.17,112,272,21,2,dark purple
3425,49.22839,-123.06437,99,30,3,0.21,2,311,2,2,dark purple
3426,49.27928,-123.1249,110,30,4,0.32,7,66,3,0,pink
3427,49.23548,-123.18947,142,1,112,7.32,2,0,79,0,pink
3428,49.22852,-123.06424,149,30,0,0.0,2,344,0,2,dark purple
3429,49.29023,-123.14119,125,30,3,0.22,1,8,2,0,pink
3430,49.2784,-123.12258,228,2,84,5.92,1,6,72,0,pink
3431,49.27854,-123.12577,310,30,0,0.0,2,286,0,2,dark purple
3432,49.27217,-123.04168,295,4,46,3.15,2,72,37,0,pink
3433,49.27936,-123.11803,240,30,3,0.23,1,208,2,2,dark purple
3434,49.279282,-123.106544,263,2,73,4.89,1,179,60,2,dark purple
3435,49.27757,-123.12637,104,30,0,0.0,34,0,0,0,pink
3436,49.28040525,-123.1260587,139,30,4,0.35,1,355,4,2,dark purple
3437,49.24939,-123.102509,194,1,53,3.54,1,285,42,2,dark purple
3438,49.27789527,-123.10601,244,2,72,4.9,1,344,56,2,dark purple
3439,49.26676,-123.15533,286,2,11,0.91,1,173,11,2,dark purple
3440,49.26994,-123.07656,215,2,1,0.07,1,2,0,0,pink
3441,49.27417,-123.1319,275,30,2,0.17,1,363,2,2,dark purple
3442,49.27502,-123.12242,188,30,7,0.55,1,279,6,2,dark purple
3443,49.2772,-123.10035,77,30,3,0.22,34,24,2,0,pink
3444,49.27935,-123.10834,323,30,20,1.41,1,206,11,2,dark purple
3445,49.27507,-123.12774,267,5,16,1.14,1,42,12,0,pink
3446,49.26864,-123.11094,276,30,8,0.62,6,54,6,0,pink
3447,49.2473,-123.02912,333,2,8,0.84,1,186,8,1,purple
3448,49.26498,-123.08971,430,6,0,0.0,1,7,0,1,purple
3449,49.27042,-123.04243,233,4,38,2.61,2,53,32,0,pink
3450,49.27766,-123.10868,610,1,55,3.78,28,211,42,1,purple
3451,49.27418,-123.12693,400,2,30,2.05,2,323,26,1,purple
3452,49.26268,-123.04685,224,1,95,6.46,2,340,78,2,dark purple
3453,49.281239,-123.12545,169,2,49,3.66,1,16,39,0,pink
3454,49.25343,-123.0633,70,14,4,0.31,1,121,2,0,pink
3455,49.27706104,-123.1292972,222,5,56,3.93,1,43,50,0,pink
3456,49.27951,-123.10801,559,2,75,5.74,1,277,72,1,purple
3457,49.25498,-123.10135,100,30,0,0.0,1,200,0,2,dark purple
3458,49.26993,-123.10188,300,7,29,2.18,10,260,27,2,dark purple
3459,49.28935,-123.12272,379,3,25,1.79,6,158,22,1,purple
3460,49.25533,-123.02464,90,1,22,1.6,1,251,10,2,dark purple
3461,49.27577,-123.1313,199,30,1,0.08,5,34,0,0,pink
3462,49.2064,-123.04788,297,5,6,0.54,1,0,6,0,pink
3463,49.27964,-123.108856,414,2,15,1.21,1,118,14,1,purple
3464,49.26814,-123.10219,177,2,93,6.6,2,220,83,2,dark purple
3465,49.28052782,-123.1348178,250,30,0,0.0,1,305,0,2,dark purple
3466,49.28287,-123.11562,890,15,0,0.0,1,0,0,1,purple
3467,49.2421488,-123.0421307,158,3,52,3.74,2,278,44,2,dark purple
3468,49.28766,-123.14036,200,30,1,0.09,1,362,1,2,dark purple
3469,49.2793,-123.10795,257,3,43,3.24,1,102,39,0,pink
3470,49.27754,-123.10042,273,2,39,3.16,1,321,38,2,dark purple
