,listing_id,variable,value
23495,891640000000000000,reviews_per_month,
23496,891661000000000000,reviews_per_month,
23497,891685000000000000,reviews_per_month,
23498,891951000000000000,reviews_per_month,1.0
23499,892033000000000000,reviews_per_month,
23500,892058000000000000,reviews_per_month,
23501,892125000000000000,reviews_per_month,4.0
23502,892209000000000000,reviews_per_month,3.0
23503,892314000000000000,reviews_per_month,
23504,892315000000000000,reviews_per_month,
23505,892359000000000000,reviews_per_month,
23506,892370000000000000,reviews_per_month,
23507,892603000000000000,reviews_per_month,1.0
23508,892647000000000000,reviews_per_month,
23509,892745000000000000,reviews_per_month,
23510,892748000000000000,reviews_per_month,
23511,892758000000000000,reviews_per_month,4.0
23512,892826000000000000,reviews_per_month,
23513,892833000000000000,reviews_per_month,
23514,892853000000000000,reviews_per_month,1.0
23515,892920000000000000,reviews_per_month,
23516,892921000000000000,reviews_per_month,1.0
23517,893065000000000000,reviews_per_month,
23518,893374000000000000,reviews_per_month,
23519,893447000000000000,reviews_per_month,1.0
23520,893565000000000000,reviews_per_month,
23521,893656000000000000,reviews_per_month,
23522,893658000000000000,reviews_per_month,
23523,893684000000000000,reviews_per_month,2.0
23524,893713000000000000,reviews_per_month,
23525,893791000000000000,reviews_per_month,
23526,893860000000000000,reviews_per_month,1.0
23527,893876000000000000,reviews_per_month,
23528,894195000000000000,reviews_per_month,
23529,894290000000000000,reviews_per_month,
23530,894347000000000000,reviews_per_month,
23531,894371000000000000,reviews_per_month,
23532,894473000000000000,reviews_per_month,2.0
23533,894507000000000000,reviews_per_month,1.0
23534,894509000000000000,reviews_per_month,
23535,894946000000000000,reviews_per_month,
23536,895071000000000000,reviews_per_month,
23537,895567000000000000,reviews_per_month,3.0
23538,895786000000000000,reviews_per_month,6.0
23539,895820000000000000,reviews_per_month,
23540,895822000000000000,reviews_per_month,
23541,895826000000000000,reviews_per_month,
23542,895837000000000000,reviews_per_month,
23543,895843000000000000,reviews_per_month,
23544,895851000000000000,reviews_per_month,
23545,895985000000000000,reviews_per_month,
23546,896006000000000000,reviews_per_month,1.0
23547,896346000000000000,reviews_per_month,
23548,896399000000000000,reviews_per_month,1.0
23549,896463000000000000,reviews_per_month,
23550,896474000000000000,reviews_per_month,3.0
23551,896735000000000000,reviews_per_month,
23552,897365000000000000,reviews_per_month,1.0
23553,897439000000000000,reviews_per_month,
23554,897466000000000000,reviews_per_month,
23555,897791000000000000,reviews_per_month,
23556,897812000000000000,reviews_per_month,
23557,897947000000000000,reviews_per_month,
23558,897967000000000000,reviews_per_month,
23559,898084000000000000,reviews_per_month,
23560,898127000000000000,reviews_per_month,1.0
23561,898514000000000000,reviews_per_month,
23562,898535000000000000,reviews_per_month,2.0
23563,898550000000000000,reviews_per_month,
23564,898567000000000000,reviews_per_month,
23565,898599000000000000,reviews_per_month,2.0
23566,898779000000000000,reviews_per_month,1.0
23567,898831000000000000,reviews_per_month,
23568,898836000000000000,reviews_per_month,
23569,898841000000000000,reviews_per_month,2.0
23570,898855000000000000,reviews_per_month,
23571,898957000000000000,reviews_per_month,1.0
23572,899191000000000000,reviews_per_month,
23573,899204000000000000,reviews_per_month,1.0
23574,899212000000000000,reviews_per_month,
23575,899255000000000000,reviews_per_month,1.0
23576,899328000000000000,reviews_per_month,
23577,899424000000000000,reviews_per_month,
23578,899425000000000000,reviews_per_month,1.0
23579,899566000000000000,reviews_per_month,
23580,899583000000000000,reviews_per_month,
23581,899662000000000000,reviews_per_month,
23582,899941000000000000,reviews_per_month,
23583,899988000000000000,reviews_per_month,
23584,900035000000000000,reviews_per_month,
23585,900086000000000000,reviews_per_month,
23586,900088000000000000,reviews_per_month,
23587,900112000000000000,reviews_per_month,
23588,900156000000000000,reviews_per_month,2.0
23589,900195000000000000,reviews_per_month,1.0
23590,900829000000000000,reviews_per_month,
23591,900850000000000000,reviews_per_month,
23592,900935000000000000,reviews_per_month,
23593,900948000000000000,reviews_per_month,
23594,901124000000000000,reviews_per_month,1.0
23595,901719000000000000,reviews_per_month,
23596,901813000000000000,reviews_per_month,
23597,902086000000000000,reviews_per_month,
23598,902093000000000000,reviews_per_month,
23599,902155000000000000,reviews_per_month,
23600,902171000000000000,reviews_per_month,
23601,902191000000000000,reviews_per_month,
23602,902248000000000000,reviews_per_month,
23603,902263000000000000,reviews_per_month,
23604,902284000000000000,reviews_per_month,3.0
23605,902317000000000000,reviews_per_month,
23606,902356000000000000,reviews_per_month,
23607,902371000000000000,reviews_per_month,1.0
23608,902374000000000000,reviews_per_month,
23609,902378000000000000,reviews_per_month,
23610,902394000000000000,reviews_per_month,
23611,902474000000000000,reviews_per_month,4.0
23612,902529000000000000,reviews_per_month,
23613,902910000000000000,reviews_per_month,
23614,902911000000000000,reviews_per_month,1.0
23615,902945000000000000,reviews_per_month,
23616,903112000000000000,reviews_per_month,1.0
23617,903126000000000000,reviews_per_month,
23618,903156000000000000,reviews_per_month,
23619,903203000000000000,reviews_per_month,
23620,903229000000000000,reviews_per_month,
23621,903270000000000000,reviews_per_month,
23622,903272000000000000,reviews_per_month,
23623,903307000000000000,reviews_per_month,
23624,903315000000000000,reviews_per_month,
23625,903703000000000000,reviews_per_month,
23626,903856000000000000,reviews_per_month,
23627,903874000000000000,reviews_per_month,
23628,904313000000000000,reviews_per_month,
23629,904442000000000000,reviews_per_month,
23630,904495000000000000,reviews_per_month,
23631,904592000000000000,reviews_per_month,
23632,904688000000000000,reviews_per_month,
23633,904702000000000000,reviews_per_month,
23634,904723000000000000,reviews_per_month,
23635,904835000000000000,reviews_per_month,
23636,904986000000000000,reviews_per_month,
23637,905026000000000000,reviews_per_month,
23638,905036000000000000,reviews_per_month,
23639,905044000000000000,reviews_per_month,
23640,905221000000000000,reviews_per_month,
23641,905229000000000000,reviews_per_month,
23642,905252000000000000,reviews_per_month,
23643,905390000000000000,reviews_per_month,
23644,905407000000000000,reviews_per_month,
23645,905462000000000000,reviews_per_month,
23646,905512000000000000,reviews_per_month,
23647,905786000000000000,reviews_per_month,
23648,905842000000000000,reviews_per_month,
23649,905845000000000000,reviews_per_month,
23650,905985000000000000,reviews_per_month,
23651,905993000000000000,reviews_per_month,
23652,906014000000000000,reviews_per_month,
23653,906020000000000000,reviews_per_month,
23654,906046000000000000,reviews_per_month,
23655,906050000000000000,reviews_per_month,
23656,906120000000000000,reviews_per_month,
23657,906142000000000000,reviews_per_month,
23658,906482000000000000,reviews_per_month,
23659,906495000000000000,reviews_per_month,
23660,906513000000000000,reviews_per_month,
23661,906583000000000000,reviews_per_month,
23662,906620000000000000,reviews_per_month,
23663,906726000000000000,reviews_per_month,
23664,906779000000000000,reviews_per_month,
23665,906779000000000000,reviews_per_month,
23666,906782000000000000,reviews_per_month,
23667,907007000000000000,reviews_per_month,
23668,907167000000000000,reviews_per_month,
23669,907298000000000000,reviews_per_month,
23670,907315000000000000,reviews_per_month,
23671,907319000000000000,reviews_per_month,
23672,907323000000000000,reviews_per_month,
23673,907558000000000000,reviews_per_month,
23674,907592000000000000,reviews_per_month,
23675,907604000000000000,reviews_per_month,
23676,907623000000000000,reviews_per_month,
23677,907727000000000000,reviews_per_month,
23678,907920000000000000,reviews_per_month,
23679,908028000000000000,reviews_per_month,
23680,908060000000000000,reviews_per_month,
23681,908079000000000000,reviews_per_month,
23682,908110000000000000,reviews_per_month,
23683,908134000000000000,reviews_per_month,
23684,908173000000000000,reviews_per_month,
23685,908193000000000000,reviews_per_month,
23686,908214000000000000,reviews_per_month,
23687,908250000000000000,reviews_per_month,
23688,908256000000000000,reviews_per_month,
23689,908271000000000000,reviews_per_month,
23690,908279000000000000,reviews_per_month,
23691,908287000000000000,reviews_per_month,
23692,908293000000000000,reviews_per_month,
23693,908353000000000000,reviews_per_month,
23694,908377000000000000,reviews_per_month,
23695,908678000000000000,reviews_per_month,
23696,908696000000000000,reviews_per_month,
23697,908713000000000000,reviews_per_month,
23698,908722000000000000,reviews_per_month,
23699,908772000000000000,reviews_per_month,
23700,908796000000000000,reviews_per_month,
23701,908800000000000000,reviews_per_month,
23702,908836000000000000,reviews_per_month,
23703,908855000000000000,reviews_per_month,
23704,908898000000000000,reviews_per_month,
23705,909034000000000000,reviews_per_month,
23706,909036000000000000,reviews_per_month,
23707,909067000000000000,reviews_per_month,
23708,909388000000000000,reviews_per_month,
23709,909391000000000000,reviews_per_month,
23710,909394000000000000,reviews_per_month,
23711,909442000000000000,reviews_per_month,
23712,909450000000000000,reviews_per_month,
23713,909475000000000000,reviews_per_month,
23714,909539000000000000,reviews_per_month,
23715,909578000000000000,reviews_per_month,
23716,13188,calculated_host_listings_count,2.0
23717,13358,calculated_host_listings_count,1.0
23718,13490,calculated_host_listings_count,1.0
23719,14267,calculated_host_listings_count,1.0
23720,14424,calculated_host_listings_count,4.0
23721,16254,calculated_host_listings_count,1.0
23722,17158,calculated_host_listings_count,1.0
23723,17765,calculated_host_listings_count,1.0
23724,18024,calculated_host_listings_count,1.0
23725,18270,calculated_host_listings_count,1.0
23726,18589,calculated_host_listings_count,1.0
23727,18795,calculated_host_listings_count,4.0
23728,19621,calculated_host_listings_count,1.0
23729,20085,calculated_host_listings_count,1.0
23730,21912,calculated_host_listings_count,3.0
23731,21913,calculated_host_listings_count,3.0
23732,24273,calculated_host_listings_count,2.0
23733,26047,calculated_host_listings_count,4.0
23734,32746,calculated_host_listings_count,2.0
23735,33150,calculated_host_listings_count,1.0
23736,35304,calculated_host_listings_count,1.0
23737,42645,calculated_host_listings_count,4.0
23738,69763,calculated_host_listings_count,1.0
23739,70453,calculated_host_listings_count,4.0
23740,72659,calculated_host_listings_count,1.0
23741,73841,calculated_host_listings_count,1.0
23742,77157,calculated_host_listings_count,2.0
23743,98830,calculated_host_listings_count,1.0
23744,125176,calculated_host_listings_count,1.0
23745,134688,calculated_host_listings_count,5.0
23746,140698,calculated_host_listings_count,1.0
23747,170137,calculated_host_listings_count,1.0
23748,172827,calculated_host_listings_count,1.0
23749,196722,calculated_host_listings_count,1.0
23750,219261,calculated_host_listings_count,3.0
23751,248014,calculated_host_listings_count,1.0
23752,254657,calculated_host_listings_count,1.0
23753,256178,calculated_host_listings_count,2.0
23754,306178,calculated_host_listings_count,2.0
23755,322824,calculated_host_listings_count,2.0
23756,323090,calculated_host_listings_count,2.0
23757,359942,calculated_host_listings_count,6.0
23758,377706,calculated_host_listings_count,1.0
23759,415700,calculated_host_listings_count,3.0
23760,436032,calculated_host_listings_count,1.0
23761,448104,calculated_host_listings_count,3.0
23762,461370,calculated_host_listings_count,6.0
23763,461386,calculated_host_listings_count,6.0
23764,464172,calculated_host_listings_count,1.0
23765,475296,calculated_host_listings_count,1.0
23766,485225,calculated_host_listings_count,2.0
23767,498112,calculated_host_listings_count,2.0
23768,507767,calculated_host_listings_count,41.0
23769,540348,calculated_host_listings_count,1.0
23770,557357,calculated_host_listings_count,1.0
23771,625396,calculated_host_listings_count,1.0
23772,648026,calculated_host_listings_count,1.0
23773,654744,calculated_host_listings_count,1.0
23774,654763,calculated_host_listings_count,2.0
23775,703179,calculated_host_listings_count,1.0
23776,713271,calculated_host_listings_count,1.0
23777,735468,calculated_host_listings_count,1.0
23778,754118,calculated_host_listings_count,1.0
23779,755558,calculated_host_listings_count,1.0
23780,763445,calculated_host_listings_count,1.0
23781,771366,calculated_host_listings_count,41.0
23782,771380,calculated_host_listings_count,41.0
23783,784153,calculated_host_listings_count,4.0
23784,785297,calculated_host_listings_count,4.0
23785,785752,calculated_host_listings_count,4.0
23786,796603,calculated_host_listings_count,1.0
23787,801222,calculated_host_listings_count,3.0
23788,874731,calculated_host_listings_count,1.0
23789,875309,calculated_host_listings_count,1.0
23790,885600,calculated_host_listings_count,1.0
23791,958090,calculated_host_listings_count,6.0
23792,961006,calculated_host_listings_count,4.0
23793,961831,calculated_host_listings_count,2.0
23794,980511,calculated_host_listings_count,34.0
23795,995174,calculated_host_listings_count,34.0
23796,1012385,calculated_host_listings_count,1.0
23797,1015935,calculated_host_listings_count,4.0
23798,1021607,calculated_host_listings_count,2.0
23799,1021669,calculated_host_listings_count,2.0
23800,1032892,calculated_host_listings_count,1.0
23801,1061895,calculated_host_listings_count,1.0
23802,1113551,calculated_host_listings_count,1.0
23803,1118858,calculated_host_listings_count,4.0
23804,1141457,calculated_host_listings_count,1.0
23805,1178149,calculated_host_listings_count,1.0
23806,1187929,calculated_host_listings_count,1.0
23807,1191143,calculated_host_listings_count,2.0
23808,1214617,calculated_host_listings_count,1.0
23809,1229506,calculated_host_listings_count,1.0
23810,1273760,calculated_host_listings_count,2.0
23811,1291394,calculated_host_listings_count,2.0
23812,1309315,calculated_host_listings_count,1.0
23813,1343411,calculated_host_listings_count,1.0
23814,1343519,calculated_host_listings_count,4.0
23815,1360765,calculated_host_listings_count,3.0
23816,1361276,calculated_host_listings_count,3.0
23817,1365609,calculated_host_listings_count,1.0
23818,1378220,calculated_host_listings_count,2.0
23819,1380472,calculated_host_listings_count,2.0
23820,1393599,calculated_host_listings_count,1.0
23821,1399744,calculated_host_listings_count,1.0
23822,1466647,calculated_host_listings_count,1.0
23823,1507975,calculated_host_listings_count,1.0
23824,1525113,calculated_host_listings_count,34.0
23825,1610084,calculated_host_listings_count,1.0
23826,1620084,calculated_host_listings_count,1.0
23827,1623556,calculated_host_listings_count,1.0
23828,1629480,calculated_host_listings_count,1.0
23829,1657214,calculated_host_listings_count,1.0
23830,1703616,calculated_host_listings_count,1.0
23831,1717967,calculated_host_listings_count,1.0
23832,1733307,calculated_host_listings_count,1.0
23833,1768817,calculated_host_listings_count,1.0
23834,1820919,calculated_host_listings_count,1.0
23835,1830733,calculated_host_listings_count,4.0
23836,1850984,calculated_host_listings_count,1.0
23837,1869071,calculated_host_listings_count,34.0
23838,1936740,calculated_host_listings_count,1.0
23839,1950844,calculated_host_listings_count,1.0
23840,1995592,calculated_host_listings_count,1.0
23841,2011559,calculated_host_listings_count,1.0
23842,2033952,calculated_host_listings_count,1.0
23843,2041582,calculated_host_listings_count,1.0
23844,2042431,calculated_host_listings_count,1.0
23845,2046259,calculated_host_listings_count,4.0
23846,2056676,calculated_host_listings_count,3.0
23847,2092610,calculated_host_listings_count,2.0
23848,2163742,calculated_host_listings_count,2.0
23849,2168943,calculated_host_listings_count,1.0
23850,2183209,calculated_host_listings_count,1.0
23851,2188113,calculated_host_listings_count,1.0
23852,2216062,calculated_host_listings_count,1.0
23853,2273714,calculated_host_listings_count,1.0
23854,2365994,calculated_host_listings_count,1.0
23855,2374164,calculated_host_listings_count,1.0
23856,2439607,calculated_host_listings_count,2.0
23857,2454353,calculated_host_listings_count,1.0
23858,2472791,calculated_host_listings_count,1.0
23859,2493042,calculated_host_listings_count,1.0
23860,2502137,calculated_host_listings_count,1.0
23861,2520259,calculated_host_listings_count,1.0
23862,2521520,calculated_host_listings_count,1.0
23863,2532975,calculated_host_listings_count,2.0
23864,2576878,calculated_host_listings_count,3.0
23865,2592307,calculated_host_listings_count,1.0
23866,2632171,calculated_host_listings_count,3.0
23867,2644110,calculated_host_listings_count,1.0
23868,2653578,calculated_host_listings_count,1.0
23869,2658803,calculated_host_listings_count,34.0
23870,2669445,calculated_host_listings_count,1.0
23871,2672380,calculated_host_listings_count,1.0
23872,2675179,calculated_host_listings_count,1.0
23873,2709965,calculated_host_listings_count,2.0
23874,2710628,calculated_host_listings_count,1.0
23875,2730555,calculated_host_listings_count,1.0
23876,2764812,calculated_host_listings_count,1.0
23877,2812038,calculated_host_listings_count,1.0
23878,2847310,calculated_host_listings_count,1.0
23879,2876573,calculated_host_listings_count,1.0
23880,2917168,calculated_host_listings_count,2.0
23881,2944104,calculated_host_listings_count,3.0
23882,2958786,calculated_host_listings_count,1.0
23883,2985232,calculated_host_listings_count,1.0
23884,2988185,calculated_host_listings_count,34.0
23885,2988465,calculated_host_listings_count,34.0
23886,2997414,calculated_host_listings_count,1.0
23887,3018758,calculated_host_listings_count,1.0
23888,3068198,calculated_host_listings_count,1.0
23889,3093219,calculated_host_listings_count,1.0
23890,3100878,calculated_host_listings_count,1.0
23891,3130486,calculated_host_listings_count,2.0
23892,3133244,calculated_host_listings_count,1.0
23893,3138351,calculated_host_listings_count,2.0
23894,3142563,calculated_host_listings_count,2.0
23895,3158555,calculated_host_listings_count,1.0
23896,3158923,calculated_host_listings_count,1.0
23897,3168686,calculated_host_listings_count,2.0
23898,3177610,calculated_host_listings_count,1.0
23899,3183304,calculated_host_listings_count,2.0
23900,3215295,calculated_host_listings_count,1.0
23901,3230030,calculated_host_listings_count,34.0
23902,3230315,calculated_host_listings_count,34.0
23903,3239463,calculated_host_listings_count,1.0
23904,3241017,calculated_host_listings_count,1.0
23905,3248971,calculated_host_listings_count,34.0
23906,3258141,calculated_host_listings_count,1.0
23907,3309313,calculated_host_listings_count,41.0
23908,3331054,calculated_host_listings_count,1.0
23909,3340865,calculated_host_listings_count,1.0
23910,3342823,calculated_host_listings_count,1.0
23911,3352591,calculated_host_listings_count,1.0
23912,3379799,calculated_host_listings_count,1.0
23913,3415750,calculated_host_listings_count,1.0
23914,3425973,calculated_host_listings_count,1.0
23915,3430102,calculated_host_listings_count,2.0
23916,3458717,calculated_host_listings_count,3.0
23917,3479638,calculated_host_listings_count,5.0
23918,3534949,calculated_host_listings_count,2.0
23919,3563108,calculated_host_listings_count,1.0
23920,3577737,calculated_host_listings_count,1.0
23921,3594666,calculated_host_listings_count,6.0
23922,3621849,calculated_host_listings_count,2.0
23923,3629071,calculated_host_listings_count,1.0
23924,3638973,calculated_host_listings_count,5.0
23925,3678989,calculated_host_listings_count,1.0
23926,3679016,calculated_host_listings_count,1.0
23927,3742414,calculated_host_listings_count,1.0
23928,3766620,calculated_host_listings_count,1.0
23929,3784311,calculated_host_listings_count,2.0
23930,3803319,calculated_host_listings_count,1.0
23931,3811719,calculated_host_listings_count,34.0
23932,3812348,calculated_host_listings_count,1.0
23933,3829365,calculated_host_listings_count,1.0
23934,3857478,calculated_host_listings_count,1.0
23935,3859085,calculated_host_listings_count,1.0
23936,3902807,calculated_host_listings_count,1.0
23937,3971726,calculated_host_listings_count,1.0
23938,3994011,calculated_host_listings_count,34.0
23939,4054111,calculated_host_listings_count,1.0
23940,4075378,calculated_host_listings_count,1.0
23941,4104870,calculated_host_listings_count,3.0
23942,4118193,calculated_host_listings_count,1.0
23943,4120301,calculated_host_listings_count,7.0
23944,4121741,calculated_host_listings_count,1.0
23945,4137579,calculated_host_listings_count,1.0
23946,4145030,calculated_host_listings_count,6.0
23947,4179637,calculated_host_listings_count,2.0
23948,4225233,calculated_host_listings_count,1.0
23949,4244379,calculated_host_listings_count,1.0
23950,4256725,calculated_host_listings_count,1.0
23951,4312171,calculated_host_listings_count,1.0
23952,4348412,calculated_host_listings_count,1.0
23953,4351464,calculated_host_listings_count,2.0
23954,4377155,calculated_host_listings_count,1.0
23955,4395511,calculated_host_listings_count,2.0
23956,4404431,calculated_host_listings_count,1.0
23957,4418911,calculated_host_listings_count,1.0
23958,4447077,calculated_host_listings_count,1.0
23959,4465068,calculated_host_listings_count,1.0
23960,4465400,calculated_host_listings_count,1.0
23961,4492009,calculated_host_listings_count,1.0
23962,4493377,calculated_host_listings_count,1.0
23963,4510264,calculated_host_listings_count,2.0
23964,4568364,calculated_host_listings_count,1.0
23965,4588807,calculated_host_listings_count,2.0
23966,4624838,calculated_host_listings_count,2.0
23967,4637856,calculated_host_listings_count,1.0
23968,4659229,calculated_host_listings_count,1.0
23969,4747128,calculated_host_listings_count,1.0
23970,4763948,calculated_host_listings_count,1.0
23971,4787924,calculated_host_listings_count,1.0
23972,4849995,calculated_host_listings_count,8.0
23973,4856515,calculated_host_listings_count,4.0
23974,4888430,calculated_host_listings_count,1.0
23975,4924996,calculated_host_listings_count,2.0
23976,4942126,calculated_host_listings_count,2.0
23977,4995055,calculated_host_listings_count,2.0
23978,5005722,calculated_host_listings_count,1.0
23979,5040320,calculated_host_listings_count,3.0
23980,5104748,calculated_host_listings_count,8.0
23981,5104965,calculated_host_listings_count,8.0
23982,5154272,calculated_host_listings_count,8.0
23983,5154591,calculated_host_listings_count,1.0
23984,5278749,calculated_host_listings_count,1.0
23985,5315811,calculated_host_listings_count,3.0
23986,5347437,calculated_host_listings_count,2.0
23987,5391067,calculated_host_listings_count,1.0
23988,5415806,calculated_host_listings_count,2.0
23989,5423637,calculated_host_listings_count,12.0
23990,5439203,calculated_host_listings_count,3.0
23991,5459210,calculated_host_listings_count,1.0
23992,5471844,calculated_host_listings_count,1.0
23993,5480529,calculated_host_listings_count,1.0
23994,5482135,calculated_host_listings_count,2.0
23995,5490474,calculated_host_listings_count,2.0
23996,5571829,calculated_host_listings_count,1.0
23997,5602997,calculated_host_listings_count,1.0
23998,5631903,calculated_host_listings_count,1.0
23999,5638429,calculated_host_listings_count,1.0
24000,5642121,calculated_host_listings_count,2.0
24001,5649604,calculated_host_listings_count,1.0
24002,5747556,calculated_host_listings_count,3.0
24003,5759976,calculated_host_listings_count,1.0
24004,5795871,calculated_host_listings_count,34.0
24005,5814747,calculated_host_listings_count,1.0
24006,5857194,calculated_host_listings_count,1.0
24007,5877217,calculated_host_listings_count,1.0
24008,5881530,calculated_host_listings_count,1.0
24009,5919685,calculated_host_listings_count,1.0
24010,5919984,calculated_host_listings_count,8.0
24011,6018284,calculated_host_listings_count,1.0
24012,6045404,calculated_host_listings_count,2.0
24013,6128764,calculated_host_listings_count,2.0
24014,6134895,calculated_host_listings_count,1.0
24015,6166558,calculated_host_listings_count,1.0
24016,6226872,calculated_host_listings_count,1.0
24017,6270968,calculated_host_listings_count,1.0
24018,6324453,calculated_host_listings_count,1.0
24019,6347338,calculated_host_listings_count,1.0
24020,6364673,calculated_host_listings_count,9.0
24021,6365193,calculated_host_listings_count,1.0
24022,6407591,calculated_host_listings_count,1.0
24023,6416204,calculated_host_listings_count,1.0
24024,6416686,calculated_host_listings_count,5.0
24025,6421331,calculated_host_listings_count,3.0
24026,6425616,calculated_host_listings_count,1.0
24027,6426269,calculated_host_listings_count,1.0
24028,6452450,calculated_host_listings_count,1.0
24029,6468462,calculated_host_listings_count,1.0
24030,6493890,calculated_host_listings_count,1.0
24031,6494884,calculated_host_listings_count,1.0
24032,6602481,calculated_host_listings_count,1.0
24033,6611269,calculated_host_listings_count,3.0
24034,6643391,calculated_host_listings_count,1.0
24035,6645469,calculated_host_listings_count,1.0
24036,6660457,calculated_host_listings_count,2.0
24037,6692629,calculated_host_listings_count,2.0
24038,6732143,calculated_host_listings_count,1.0
24039,6808688,calculated_host_listings_count,2.0
24040,6812180,calculated_host_listings_count,1.0
24041,6854409,calculated_host_listings_count,1.0
24042,6863617,calculated_host_listings_count,1.0
24043,6867548,calculated_host_listings_count,1.0
24044,6871805,calculated_host_listings_count,1.0
24045,6897283,calculated_host_listings_count,3.0
24046,6939529,calculated_host_listings_count,1.0
24047,6977279,calculated_host_listings_count,1.0
24048,6993905,calculated_host_listings_count,1.0
24049,7022315,calculated_host_listings_count,1.0
24050,7025378,calculated_host_listings_count,1.0
24051,7027063,calculated_host_listings_count,1.0
24052,7032078,calculated_host_listings_count,3.0
24053,7034128,calculated_host_listings_count,3.0
24054,7054627,calculated_host_listings_count,1.0
24055,7071924,calculated_host_listings_count,1.0
24056,7091335,calculated_host_listings_count,1.0
24057,7112627,calculated_host_listings_count,2.0
24058,7148892,calculated_host_listings_count,1.0
24059,7162553,calculated_host_listings_count,1.0
24060,7163201,calculated_host_listings_count,1.0
24061,7183413,calculated_host_listings_count,1.0
24062,7327653,calculated_host_listings_count,1.0
24063,7365327,calculated_host_listings_count,5.0
24064,7432239,calculated_host_listings_count,1.0
24065,7438069,calculated_host_listings_count,2.0
24066,7478857,calculated_host_listings_count,1.0
24067,7481879,calculated_host_listings_count,5.0
24068,7494656,calculated_host_listings_count,5.0
24069,7518690,calculated_host_listings_count,1.0
24070,7548858,calculated_host_listings_count,2.0
24071,7635114,calculated_host_listings_count,5.0
24072,7639521,calculated_host_listings_count,1.0
24073,7674840,calculated_host_listings_count,1.0
24074,7679929,calculated_host_listings_count,1.0
24075,7701543,calculated_host_listings_count,2.0
24076,7716459,calculated_host_listings_count,1.0
24077,7741348,calculated_host_listings_count,1.0
24078,7747325,calculated_host_listings_count,1.0
24079,7749728,calculated_host_listings_count,1.0
24080,7769633,calculated_host_listings_count,2.0
24081,7787115,calculated_host_listings_count,1.0
24082,7804061,calculated_host_listings_count,1.0
24083,7812180,calculated_host_listings_count,1.0
24084,7819691,calculated_host_listings_count,1.0
24085,7822189,calculated_host_listings_count,6.0
24086,7822875,calculated_host_listings_count,6.0
24087,7827146,calculated_host_listings_count,1.0
24088,7827790,calculated_host_listings_count,1.0
24089,7838721,calculated_host_listings_count,3.0
24090,7875222,calculated_host_listings_count,1.0
24091,7917307,calculated_host_listings_count,1.0
24092,7921570,calculated_host_listings_count,1.0
24093,7936342,calculated_host_listings_count,1.0
24094,7986252,calculated_host_listings_count,2.0
24095,7989551,calculated_host_listings_count,8.0
24096,7997635,calculated_host_listings_count,2.0
24097,8014842,calculated_host_listings_count,1.0
24098,8017360,calculated_host_listings_count,1.0
24099,8047959,calculated_host_listings_count,1.0
24100,8107160,calculated_host_listings_count,1.0
24101,8118622,calculated_host_listings_count,1.0
24102,8171107,calculated_host_listings_count,1.0
24103,8173136,calculated_host_listings_count,2.0
24104,8210512,calculated_host_listings_count,1.0
24105,8210879,calculated_host_listings_count,2.0
24106,8252104,calculated_host_listings_count,1.0
24107,8255521,calculated_host_listings_count,1.0
24108,8356680,calculated_host_listings_count,1.0
24109,8371276,calculated_host_listings_count,1.0
24110,8423376,calculated_host_listings_count,1.0
24111,8429321,calculated_host_listings_count,1.0
24112,8434517,calculated_host_listings_count,1.0
24113,8533639,calculated_host_listings_count,2.0
24114,8541289,calculated_host_listings_count,1.0
24115,8616836,calculated_host_listings_count,1.0
24116,8648704,calculated_host_listings_count,2.0
24117,8656743,calculated_host_listings_count,1.0
24118,8672239,calculated_host_listings_count,2.0
24119,8685139,calculated_host_listings_count,1.0
24120,8697713,calculated_host_listings_count,1.0
24121,8721425,calculated_host_listings_count,1.0
24122,8736944,calculated_host_listings_count,1.0
24123,8743634,calculated_host_listings_count,1.0
24124,8777498,calculated_host_listings_count,3.0
24125,8868498,calculated_host_listings_count,1.0
24126,8871507,calculated_host_listings_count,2.0
24127,8935357,calculated_host_listings_count,1.0
24128,8941830,calculated_host_listings_count,1.0
24129,9046022,calculated_host_listings_count,12.0
24130,9074376,calculated_host_listings_count,1.0
24131,9198515,calculated_host_listings_count,1.0
24132,9237061,calculated_host_listings_count,4.0
24133,9259030,calculated_host_listings_count,1.0
24134,9315705,calculated_host_listings_count,3.0
24135,9318501,calculated_host_listings_count,1.0
24136,9319614,calculated_host_listings_count,1.0
24137,9373403,calculated_host_listings_count,1.0
24138,9450480,calculated_host_listings_count,1.0
24139,9515931,calculated_host_listings_count,1.0
24140,9533778,calculated_host_listings_count,1.0
24141,9551615,calculated_host_listings_count,1.0
24142,9592923,calculated_host_listings_count,1.0
24143,9604978,calculated_host_listings_count,1.0
24144,9615787,calculated_host_listings_count,1.0
24145,9684392,calculated_host_listings_count,1.0
24146,9761890,calculated_host_listings_count,1.0
24147,9867831,calculated_host_listings_count,3.0
24148,9901027,calculated_host_listings_count,6.0
24149,10151493,calculated_host_listings_count,1.0
24150,10154874,calculated_host_listings_count,1.0
24151,10193033,calculated_host_listings_count,1.0
24152,10231101,calculated_host_listings_count,2.0
24153,10523480,calculated_host_listings_count,1.0
24154,10541223,calculated_host_listings_count,1.0
24155,10569670,calculated_host_listings_count,2.0
24156,10598712,calculated_host_listings_count,2.0
24157,10612995,calculated_host_listings_count,1.0
24158,10618317,calculated_host_listings_count,1.0
