,listing_id,variable,value
14005,40240131,number_of_reviews,234.0
14006,40242737,number_of_reviews,6.0
14007,40243051,number_of_reviews,19.0
14008,40264643,number_of_reviews,2.0
14009,40282563,number_of_reviews,1.0
14010,40297344,number_of_reviews,2.0
14011,40354286,number_of_reviews,1.0
14012,40375587,number_of_reviews,107.0
14013,40399680,number_of_reviews,30.0
14014,40404758,number_of_reviews,47.0
14015,40434743,number_of_reviews,169.0
14016,40483667,number_of_reviews,0.0
14017,40537372,number_of_reviews,11.0
14018,40542479,number_of_reviews,0.0
14019,40542907,number_of_reviews,16.0
14020,40545826,number_of_reviews,18.0
14021,40557835,number_of_reviews,4.0
14022,40558106,number_of_reviews,71.0
14023,40558597,number_of_reviews,9.0
14024,40565555,number_of_reviews,39.0
14025,40569933,number_of_reviews,2.0
14026,40574243,number_of_reviews,26.0
14027,40598139,number_of_reviews,74.0
14028,40622234,number_of_reviews,1.0
14029,40634680,number_of_reviews,0.0
14030,40635367,number_of_reviews,62.0
14031,40686518,number_of_reviews,0.0
14032,40687542,number_of_reviews,0.0
14033,40725953,number_of_reviews,115.0
14034,40739652,number_of_reviews,80.0
14035,40753633,number_of_reviews,82.0
14036,40764823,number_of_reviews,151.0
14037,40782648,number_of_reviews,0.0
14038,40788177,number_of_reviews,0.0
14039,40807546,number_of_reviews,31.0
14040,40823628,number_of_reviews,83.0
14041,40824165,number_of_reviews,0.0
14042,40838933,number_of_reviews,13.0
14043,40845642,number_of_reviews,6.0
14044,40846181,number_of_reviews,146.0
14045,40895432,number_of_reviews,0.0
14046,40898747,number_of_reviews,1.0
14047,40904332,number_of_reviews,12.0
14048,40923455,number_of_reviews,18.0
14049,40967803,number_of_reviews,1.0
14050,40975203,number_of_reviews,10.0
14051,40988960,number_of_reviews,95.0
14052,41012688,number_of_reviews,76.0
14053,41113261,number_of_reviews,10.0
14054,41115308,number_of_reviews,22.0
14055,41129773,number_of_reviews,5.0
14056,41146963,number_of_reviews,79.0
14057,41184884,number_of_reviews,0.0
14058,41194048,number_of_reviews,82.0
14059,41207084,number_of_reviews,90.0
14060,41212789,number_of_reviews,132.0
14061,41219145,number_of_reviews,19.0
14062,41220326,number_of_reviews,6.0
14063,41244337,number_of_reviews,9.0
14064,41245168,number_of_reviews,5.0
14065,41269818,number_of_reviews,128.0
14066,41293218,number_of_reviews,80.0
14067,41302900,number_of_reviews,53.0
14068,41339736,number_of_reviews,129.0
14069,41343663,number_of_reviews,96.0
14070,41357570,number_of_reviews,171.0
14071,41404879,number_of_reviews,3.0
14072,41411519,number_of_reviews,64.0
14073,41453394,number_of_reviews,1.0
14074,41476204,number_of_reviews,0.0
14075,41489166,number_of_reviews,0.0
14076,41510288,number_of_reviews,0.0
14077,41511511,number_of_reviews,0.0
14078,41530441,number_of_reviews,96.0
14079,41538497,number_of_reviews,44.0
14080,41560049,number_of_reviews,159.0
14081,41561238,number_of_reviews,118.0
14082,41586791,number_of_reviews,37.0
14083,41616532,number_of_reviews,13.0
14084,41624861,number_of_reviews,2.0
14085,41642905,number_of_reviews,4.0
14086,41643591,number_of_reviews,1.0
14087,41646355,number_of_reviews,14.0
14088,41647382,number_of_reviews,91.0
14089,41663354,number_of_reviews,6.0
14090,41696939,number_of_reviews,130.0
14091,41710817,number_of_reviews,0.0
14092,41723288,number_of_reviews,15.0
14093,41725765,number_of_reviews,87.0
14094,41774537,number_of_reviews,63.0
14095,41800834,number_of_reviews,30.0
14096,41852181,number_of_reviews,5.0
14097,41856324,number_of_reviews,85.0
14098,41872968,number_of_reviews,0.0
14099,41884019,number_of_reviews,3.0
14100,41884419,number_of_reviews,98.0
14101,41890951,number_of_reviews,1.0
14102,41917935,number_of_reviews,10.0
14103,41934194,number_of_reviews,18.0
14104,41939547,number_of_reviews,7.0
14105,41958233,number_of_reviews,9.0
14106,41959500,number_of_reviews,44.0
14107,41980676,number_of_reviews,28.0
14108,41985578,number_of_reviews,72.0
14109,41990487,number_of_reviews,1.0
14110,41998709,number_of_reviews,123.0
14111,42002656,number_of_reviews,7.0
14112,42004464,number_of_reviews,84.0
14113,42025390,number_of_reviews,22.0
14114,42039604,number_of_reviews,0.0
14115,42044088,number_of_reviews,97.0
14116,42052666,number_of_reviews,167.0
14117,42069280,number_of_reviews,5.0
14118,42075288,number_of_reviews,4.0
14119,42097672,number_of_reviews,92.0
14120,42111604,number_of_reviews,66.0
14121,42123717,number_of_reviews,14.0
14122,42125600,number_of_reviews,1.0
14123,42136507,number_of_reviews,19.0
14124,42137638,number_of_reviews,24.0
14125,42161005,number_of_reviews,39.0
14126,42161378,number_of_reviews,5.0
14127,42181465,number_of_reviews,130.0
14128,42183453,number_of_reviews,59.0
14129,42199261,number_of_reviews,64.0
14130,42202219,number_of_reviews,21.0
14131,42232725,number_of_reviews,80.0
14132,42233503,number_of_reviews,19.0
14133,42233689,number_of_reviews,80.0
14134,42257702,number_of_reviews,1.0
14135,42271343,number_of_reviews,60.0
14136,42272820,number_of_reviews,0.0
14137,42295407,number_of_reviews,220.0
14138,42296784,number_of_reviews,54.0
14139,42300971,number_of_reviews,67.0
14140,42301447,number_of_reviews,4.0
14141,42301735,number_of_reviews,0.0
14142,42301804,number_of_reviews,0.0
14143,42301937,number_of_reviews,1.0
14144,42318659,number_of_reviews,54.0
14145,42330742,number_of_reviews,7.0
14146,42338884,number_of_reviews,88.0
14147,42360114,number_of_reviews,0.0
14148,42360460,number_of_reviews,27.0
14149,42364438,number_of_reviews,2.0
14150,42386106,number_of_reviews,40.0
14151,42393959,number_of_reviews,171.0
14152,42409416,number_of_reviews,3.0
14153,42413884,number_of_reviews,77.0
14154,42439466,number_of_reviews,3.0
14155,42449531,number_of_reviews,5.0
14156,42455784,number_of_reviews,159.0
14157,42456262,number_of_reviews,5.0
14158,42456517,number_of_reviews,0.0
14159,42457349,number_of_reviews,38.0
14160,42458406,number_of_reviews,7.0
14161,42458461,number_of_reviews,7.0
14162,42484736,number_of_reviews,45.0
14163,42518481,number_of_reviews,51.0
14164,42538952,number_of_reviews,4.0
14165,42539984,number_of_reviews,1.0
14166,42546201,number_of_reviews,50.0
14167,42546326,number_of_reviews,1.0
14168,42570640,number_of_reviews,48.0
14169,42608254,number_of_reviews,49.0
14170,42664284,number_of_reviews,136.0
14171,42671966,number_of_reviews,1.0
14172,42695990,number_of_reviews,217.0
14173,42696012,number_of_reviews,78.0
14174,42704458,number_of_reviews,6.0
14175,42715387,number_of_reviews,1.0
14176,42719452,number_of_reviews,0.0
14177,42720667,number_of_reviews,2.0
14178,42720991,number_of_reviews,1.0
14179,42738536,number_of_reviews,43.0
14180,42742038,number_of_reviews,3.0
14181,42743449,number_of_reviews,280.0
14182,42745752,number_of_reviews,9.0
14183,42774634,number_of_reviews,8.0
14184,42776781,number_of_reviews,43.0
14185,42790908,number_of_reviews,73.0
14186,42812975,number_of_reviews,3.0
14187,42842762,number_of_reviews,6.0
14188,42843544,number_of_reviews,108.0
14189,42843989,number_of_reviews,3.0
14190,42865985,number_of_reviews,3.0
14191,42874096,number_of_reviews,9.0
14192,42876546,number_of_reviews,0.0
14193,42879356,number_of_reviews,0.0
14194,42881319,number_of_reviews,3.0
14195,42896340,number_of_reviews,100.0
14196,42903930,number_of_reviews,143.0
14197,42907400,number_of_reviews,130.0
14198,42937221,number_of_reviews,4.0
14199,42937446,number_of_reviews,2.0
14200,42937545,number_of_reviews,23.0
14201,42955887,number_of_reviews,4.0
14202,42976467,number_of_reviews,2.0
14203,42980328,number_of_reviews,0.0
14204,42988288,number_of_reviews,72.0
14205,43004109,number_of_reviews,109.0
14206,43012114,number_of_reviews,20.0
14207,43037634,number_of_reviews,1.0
14208,43038332,number_of_reviews,52.0
14209,43071813,number_of_reviews,64.0
14210,43079220,number_of_reviews,82.0
14211,43079683,number_of_reviews,3.0
14212,43081491,number_of_reviews,135.0
14213,43103070,number_of_reviews,6.0
14214,43134455,number_of_reviews,4.0
14215,43140470,number_of_reviews,10.0
14216,43148884,number_of_reviews,8.0
14217,43150343,number_of_reviews,9.0
14218,43188521,number_of_reviews,75.0
14219,43188958,number_of_reviews,48.0
14220,43203119,number_of_reviews,0.0
14221,43214742,number_of_reviews,164.0
14222,43231224,number_of_reviews,5.0
14223,43232530,number_of_reviews,2.0
14224,43285457,number_of_reviews,11.0
14225,43295734,number_of_reviews,1.0
14226,43303093,number_of_reviews,2.0
14227,43318977,number_of_reviews,1.0
14228,43335892,number_of_reviews,0.0
14229,43348428,number_of_reviews,66.0
14230,43364218,number_of_reviews,16.0
14231,43390903,number_of_reviews,3.0
14232,43391066,number_of_reviews,1.0
14233,43392404,number_of_reviews,94.0
14234,43393120,number_of_reviews,107.0
14235,43423475,number_of_reviews,48.0
14236,43424375,number_of_reviews,42.0
14237,43425616,number_of_reviews,4.0
14238,43460589,number_of_reviews,208.0
14239,43497728,number_of_reviews,3.0
14240,43501445,number_of_reviews,0.0
14241,43520083,number_of_reviews,2.0
14242,43527973,number_of_reviews,8.0
14243,43533212,number_of_reviews,18.0
14244,43548211,number_of_reviews,12.0
14245,43556385,number_of_reviews,39.0
14246,43558701,number_of_reviews,12.0
14247,43570155,number_of_reviews,0.0
14248,43583362,number_of_reviews,23.0
14249,43606103,number_of_reviews,6.0
14250,43625609,number_of_reviews,48.0
14251,43629286,number_of_reviews,238.0
14252,43669480,number_of_reviews,10.0
14253,43681525,number_of_reviews,38.0
14254,43768387,number_of_reviews,2.0
14255,43780501,number_of_reviews,15.0
14256,43804794,number_of_reviews,4.0
14257,43807042,number_of_reviews,1.0
14258,43817461,number_of_reviews,7.0
14259,43821712,number_of_reviews,21.0
14260,43821995,number_of_reviews,20.0
14261,43831987,number_of_reviews,0.0
14262,43832302,number_of_reviews,1.0
14263,43869990,number_of_reviews,4.0
14264,43937790,number_of_reviews,2.0
14265,43946933,number_of_reviews,74.0
14266,43997233,number_of_reviews,177.0
14267,44003537,number_of_reviews,27.0
14268,44014044,number_of_reviews,64.0
14269,44015193,number_of_reviews,4.0
14270,44016081,number_of_reviews,1.0
14271,44020727,number_of_reviews,10.0
14272,44021555,number_of_reviews,57.0
14273,44031753,number_of_reviews,76.0
14274,44060556,number_of_reviews,17.0
14275,44064013,number_of_reviews,0.0
14276,44088975,number_of_reviews,73.0
14277,44133079,number_of_reviews,92.0
14278,44140484,number_of_reviews,3.0
14279,44179770,number_of_reviews,211.0
14280,44181633,number_of_reviews,1.0
14281,44210108,number_of_reviews,70.0
14282,44227322,number_of_reviews,1.0
14283,44252533,number_of_reviews,3.0
14284,44253302,number_of_reviews,4.0
14285,44267577,number_of_reviews,17.0
14286,44307675,number_of_reviews,78.0
14287,44317516,number_of_reviews,35.0
14288,44320972,number_of_reviews,0.0
14289,44323728,number_of_reviews,0.0
14290,44326587,number_of_reviews,67.0
14291,44337002,number_of_reviews,4.0
14292,44379773,number_of_reviews,0.0
14293,44429990,number_of_reviews,99.0
14294,44447709,number_of_reviews,30.0
14295,44460079,number_of_reviews,19.0
14296,44519912,number_of_reviews,1.0
14297,44532472,number_of_reviews,19.0
14298,44561759,number_of_reviews,29.0
14299,44569378,number_of_reviews,49.0
14300,44581166,number_of_reviews,8.0
14301,44667811,number_of_reviews,105.0
14302,44707856,number_of_reviews,111.0
14303,44718107,number_of_reviews,61.0
14304,44792934,number_of_reviews,3.0
14305,44800636,number_of_reviews,49.0
14306,44843152,number_of_reviews,8.0
14307,44867074,number_of_reviews,1.0
14308,44905459,number_of_reviews,18.0
14309,44964851,number_of_reviews,92.0
14310,45003088,number_of_reviews,9.0
14311,45028703,number_of_reviews,11.0
14312,45032739,number_of_reviews,26.0
14313,45033132,number_of_reviews,15.0
14314,45033727,number_of_reviews,122.0
14315,45055697,number_of_reviews,9.0
14316,45077156,number_of_reviews,1.0
14317,45078460,number_of_reviews,9.0
14318,45105289,number_of_reviews,65.0
14319,45115465,number_of_reviews,8.0
14320,45140983,number_of_reviews,18.0
14321,45219644,number_of_reviews,33.0
14322,45237387,number_of_reviews,14.0
14323,45243636,number_of_reviews,7.0
14324,45256217,number_of_reviews,27.0
14325,45300834,number_of_reviews,57.0
14326,45331841,number_of_reviews,14.0
14327,45345238,number_of_reviews,138.0
14328,45345957,number_of_reviews,62.0
14329,45369398,number_of_reviews,0.0
14330,45372511,number_of_reviews,0.0
14331,45411984,number_of_reviews,152.0
14332,45412496,number_of_reviews,89.0
14333,45439334,number_of_reviews,4.0
14334,45454221,number_of_reviews,0.0
14335,45479736,number_of_reviews,1.0
14336,45498555,number_of_reviews,83.0
14337,45506921,number_of_reviews,0.0
14338,45522008,number_of_reviews,1.0
14339,45528130,number_of_reviews,12.0
14340,45531528,number_of_reviews,8.0
14341,45531730,number_of_reviews,10.0
14342,45532538,number_of_reviews,97.0
14343,45605762,number_of_reviews,65.0
14344,45626100,number_of_reviews,185.0
14345,45638323,number_of_reviews,117.0
14346,45643151,number_of_reviews,111.0
14347,45672404,number_of_reviews,64.0
14348,45675516,number_of_reviews,96.0
14349,45690959,number_of_reviews,147.0
14350,45714258,number_of_reviews,95.0
14351,45723370,number_of_reviews,7.0
14352,45723411,number_of_reviews,51.0
14353,45751830,number_of_reviews,12.0
14354,45759831,number_of_reviews,0.0
14355,45811906,number_of_reviews,10.0
14356,45844376,number_of_reviews,21.0
14357,45845150,number_of_reviews,34.0
14358,45846446,number_of_reviews,5.0
14359,45851022,number_of_reviews,108.0
14360,45861139,number_of_reviews,19.0
14361,45865255,number_of_reviews,24.0
14362,45868640,number_of_reviews,2.0
14363,45885335,number_of_reviews,34.0
14364,45911684,number_of_reviews,3.0
14365,45941161,number_of_reviews,0.0
14366,45943333,number_of_reviews,36.0
14367,45960750,number_of_reviews,1.0
14368,45975746,number_of_reviews,138.0
14369,45998307,number_of_reviews,200.0
14370,46013112,number_of_reviews,0.0
14371,46033253,number_of_reviews,1.0
14372,46040959,number_of_reviews,2.0
14373,46069251,number_of_reviews,52.0
14374,46089381,number_of_reviews,1.0
14375,46101575,number_of_reviews,2.0
14376,46142496,number_of_reviews,158.0
14377,46155800,number_of_reviews,45.0
14378,46171885,number_of_reviews,59.0
14379,46192337,number_of_reviews,151.0
14380,46192601,number_of_reviews,3.0
14381,46193267,number_of_reviews,529.0
14382,46194131,number_of_reviews,22.0
14383,46195136,number_of_reviews,210.0
14384,46196207,number_of_reviews,89.0
14385,46196403,number_of_reviews,25.0
14386,46197616,number_of_reviews,7.0
14387,46198984,number_of_reviews,150.0
14388,46204128,number_of_reviews,3.0
14389,46215685,number_of_reviews,115.0
14390,46236607,number_of_reviews,9.0
14391,46236688,number_of_reviews,23.0
14392,46236841,number_of_reviews,63.0
14393,46250902,number_of_reviews,42.0
14394,46261278,number_of_reviews,11.0
14395,46292342,number_of_reviews,1.0
14396,46295519,number_of_reviews,74.0
14397,46322840,number_of_reviews,22.0
14398,46335810,number_of_reviews,104.0
14399,46340285,number_of_reviews,0.0
14400,46340428,number_of_reviews,94.0
14401,46372111,number_of_reviews,19.0
14402,46374926,number_of_reviews,24.0
14403,46402506,number_of_reviews,9.0
14404,46413421,number_of_reviews,14.0
14405,46413783,number_of_reviews,56.0
14406,46417327,number_of_reviews,1.0
14407,46432855,number_of_reviews,29.0
14408,46449044,number_of_reviews,94.0
14409,46453859,number_of_reviews,97.0
14410,46476146,number_of_reviews,76.0
14411,46486486,number_of_reviews,13.0
14412,46496585,number_of_reviews,1.0
14413,46549009,number_of_reviews,19.0
14414,46584573,number_of_reviews,0.0
14415,46585029,number_of_reviews,14.0
14416,46585566,number_of_reviews,184.0
14417,46660948,number_of_reviews,0.0
14418,46662841,number_of_reviews,82.0
14419,46714028,number_of_reviews,0.0
14420,46714121,number_of_reviews,0.0
14421,46727775,number_of_reviews,0.0
14422,46772092,number_of_reviews,85.0
14423,46778162,number_of_reviews,83.0
14424,46793928,number_of_reviews,7.0
14425,46801517,number_of_reviews,7.0
14426,46802773,number_of_reviews,1.0
14427,46813733,number_of_reviews,8.0
14428,46814336,number_of_reviews,44.0
14429,46871291,number_of_reviews,27.0
14430,46876859,number_of_reviews,11.0
14431,46877252,number_of_reviews,10.0
14432,46878619,number_of_reviews,2.0
14433,46878960,number_of_reviews,9.0
14434,46898223,number_of_reviews,7.0
14435,46902210,number_of_reviews,72.0
14436,46928669,number_of_reviews,0.0
14437,46949476,number_of_reviews,3.0
14438,46949692,number_of_reviews,37.0
14439,46967295,number_of_reviews,2.0
14440,46973572,number_of_reviews,63.0
14441,46995034,number_of_reviews,82.0
14442,47048836,number_of_reviews,99.0
14443,47054062,number_of_reviews,5.0
14444,47054554,number_of_reviews,7.0
14445,47055165,number_of_reviews,5.0
14446,47095909,number_of_reviews,6.0
14447,47099540,number_of_reviews,9.0
14448,47132519,number_of_reviews,0.0
14449,47135214,number_of_reviews,14.0
14450,47140496,number_of_reviews,3.0
14451,47143888,number_of_reviews,3.0
14452,47160136,number_of_reviews,37.0
14453,47178276,number_of_reviews,7.0
14454,47179938,number_of_reviews,132.0
14455,47243371,number_of_reviews,1.0
14456,47247772,number_of_reviews,3.0
14457,47267922,number_of_reviews,62.0
14458,47292724,number_of_reviews,8.0
14459,47315911,number_of_reviews,74.0
14460,47316298,number_of_reviews,51.0
14461,47328611,number_of_reviews,82.0
14462,47341208,number_of_reviews,7.0
14463,47344582,number_of_reviews,134.0
14464,47373270,number_of_reviews,58.0
14465,47406734,number_of_reviews,71.0
14466,47408958,number_of_reviews,5.0
14467,47432370,number_of_reviews,83.0
14468,47448897,number_of_reviews,0.0
14469,47472982,number_of_reviews,1.0
14470,47474716,number_of_reviews,188.0
14471,47480096,number_of_reviews,154.0
14472,47533716,number_of_reviews,7.0
14473,47549583,number_of_reviews,0.0
14474,47568742,number_of_reviews,17.0
14475,47584519,number_of_reviews,39.0
14476,47585339,number_of_reviews,42.0
14477,47705051,number_of_reviews,15.0
14478,47730733,number_of_reviews,1.0
14479,47747309,number_of_reviews,50.0
14480,47761289,number_of_reviews,14.0
14481,47786594,number_of_reviews,39.0
14482,47797981,number_of_reviews,117.0
14483,47870299,number_of_reviews,11.0
14484,47875425,number_of_reviews,46.0
14485,47895345,number_of_reviews,5.0
14486,47908132,number_of_reviews,144.0
14487,47908245,number_of_reviews,4.0
14488,47920470,number_of_reviews,6.0
14489,47926441,number_of_reviews,5.0
14490,47980419,number_of_reviews,10.0
14491,47997875,number_of_reviews,88.0
14492,48004157,number_of_reviews,5.0
14493,48005143,number_of_reviews,1.0
14494,48006117,number_of_reviews,1.0
14495,48019527,number_of_reviews,8.0
14496,48029958,number_of_reviews,22.0
14497,48030531,number_of_reviews,4.0
14498,48070793,number_of_reviews,194.0
14499,48078844,number_of_reviews,0.0
14500,48087568,number_of_reviews,1.0
14501,48090976,number_of_reviews,0.0
14502,48097994,number_of_reviews,0.0
14503,48098117,number_of_reviews,0.0
14504,48098921,number_of_reviews,2.0
14505,48112778,number_of_reviews,1.0
14506,48124906,number_of_reviews,101.0
14507,48125431,number_of_reviews,100.0
14508,48135200,number_of_reviews,37.0
14509,48159315,number_of_reviews,9.0
14510,48174444,number_of_reviews,62.0
14511,48185684,number_of_reviews,71.0
14512,48190405,number_of_reviews,0.0
14513,48201860,number_of_reviews,105.0
14514,48204168,number_of_reviews,0.0
14515,48214228,number_of_reviews,8.0
14516,48215352,number_of_reviews,5.0
14517,48227761,number_of_reviews,4.0
14518,48228018,number_of_reviews,4.0
14519,48228391,number_of_reviews,3.0
14520,48229558,number_of_reviews,8.0
14521,48242718,number_of_reviews,1.0
14522,48243511,number_of_reviews,131.0
14523,48244780,number_of_reviews,53.0
14524,48258110,number_of_reviews,71.0
14525,48258797,number_of_reviews,75.0
14526,48258965,number_of_reviews,43.0
14527,48280301,number_of_reviews,51.0
14528,48311778,number_of_reviews,72.0
14529,48319859,number_of_reviews,2.0
14530,48343866,number_of_reviews,95.0
14531,48369124,number_of_reviews,97.0
14532,48380631,number_of_reviews,5.0
14533,48384060,number_of_reviews,19.0
14534,48395477,number_of_reviews,0.0
14535,48406680,number_of_reviews,1.0
14536,48441604,number_of_reviews,63.0
14537,48468582,number_of_reviews,91.0
14538,48473757,number_of_reviews,143.0
14539,48487736,number_of_reviews,1.0
14540,48499335,number_of_reviews,108.0
14541,48509898,number_of_reviews,38.0
14542,48526879,number_of_reviews,69.0
14543,48535165,number_of_reviews,3.0
14544,48547310,number_of_reviews,47.0
14545,48553847,number_of_reviews,197.0
14546,48554012,number_of_reviews,10.0
14547,48556684,number_of_reviews,0.0
14548,48562554,number_of_reviews,166.0
14549,48574343,number_of_reviews,7.0
14550,48587260,number_of_reviews,152.0
14551,48611956,number_of_reviews,154.0
14552,48640539,number_of_reviews,91.0
14553,48660446,number_of_reviews,0.0
14554,48661064,number_of_reviews,4.0
14555,48679515,number_of_reviews,44.0
14556,48682875,number_of_reviews,198.0
14557,48713011,number_of_reviews,1.0
14558,48722790,number_of_reviews,47.0
14559,48737659,number_of_reviews,111.0
14560,48756845,number_of_reviews,86.0
14561,48760992,number_of_reviews,25.0
14562,48761092,number_of_reviews,24.0
14563,48773250,number_of_reviews,24.0
14564,48846092,number_of_reviews,0.0
14565,48846105,number_of_reviews,2.0
14566,48846533,number_of_reviews,0.0
14567,48846867,number_of_reviews,27.0
14568,48883040,number_of_reviews,1.0
14569,48920775,number_of_reviews,17.0
14570,48940401,number_of_reviews,16.0
14571,48960147,number_of_reviews,44.0
14572,48961715,number_of_reviews,26.0
14573,49062327,number_of_reviews,56.0
14574,49082089,number_of_reviews,7.0
14575,49093947,number_of_reviews,1.0
14576,49095894,number_of_reviews,3.0
14577,49098433,number_of_reviews,40.0
14578,49111180,number_of_reviews,0.0
14579,49116789,number_of_reviews,10.0
14580,49161559,number_of_reviews,37.0
14581,49174307,number_of_reviews,98.0
14582,49180753,number_of_reviews,7.0
14583,49194287,number_of_reviews,3.0
14584,49200770,number_of_reviews,7.0
14585,49213467,number_of_reviews,134.0
14586,49215656,number_of_reviews,27.0
14587,49218956,number_of_reviews,0.0
14588,49227757,number_of_reviews,11.0
14589,49234546,number_of_reviews,0.0
14590,49245614,number_of_reviews,4.0
14591,49250591,number_of_reviews,12.0
14592,49259759,number_of_reviews,40.0
14593,49263262,number_of_reviews,15.0
14594,49263410,number_of_reviews,0.0
14595,49289100,number_of_reviews,14.0
14596,49292823,number_of_reviews,13.0
14597,49293657,number_of_reviews,24.0
14598,49322534,number_of_reviews,9.0
14599,49347205,number_of_reviews,90.0
14600,49367406,number_of_reviews,15.0
14601,49385564,number_of_reviews,6.0
14602,49405745,number_of_reviews,61.0
14603,49417587,number_of_reviews,16.0
14604,49444222,number_of_reviews,92.0
14605,49449135,number_of_reviews,33.0
14606,49460681,number_of_reviews,3.0
14607,49467325,number_of_reviews,8.0
14608,49469128,number_of_reviews,6.0
14609,49487564,number_of_reviews,118.0
14610,49496849,number_of_reviews,0.0
14611,49505394,number_of_reviews,76.0
14612,49506913,number_of_reviews,22.0
14613,49520086,number_of_reviews,84.0
14614,49531486,number_of_reviews,42.0
14615,49532581,number_of_reviews,52.0
14616,49533657,number_of_reviews,79.0
14617,49550641,number_of_reviews,3.0
14618,49553408,number_of_reviews,2.0
14619,49598472,number_of_reviews,3.0
14620,49598735,number_of_reviews,65.0
14621,49598996,number_of_reviews,6.0
14622,49608999,number_of_reviews,89.0
14623,49611171,number_of_reviews,70.0
14624,49611812,number_of_reviews,27.0
14625,49629032,number_of_reviews,135.0
14626,49633437,number_of_reviews,6.0
14627,49659579,number_of_reviews,83.0
14628,49671642,number_of_reviews,76.0
14629,49674992,number_of_reviews,10.0
14630,49676079,number_of_reviews,112.0
14631,49711999,number_of_reviews,1.0
14632,49717748,number_of_reviews,99.0
14633,49732231,number_of_reviews,7.0
14634,49738253,number_of_reviews,3.0
14635,49756244,number_of_reviews,4.0
14636,49756276,number_of_reviews,10.0
14637,49759027,number_of_reviews,36.0
14638,49781576,number_of_reviews,6.0
14639,49832875,number_of_reviews,0.0
14640,49855529,number_of_reviews,127.0
14641,49888707,number_of_reviews,62.0
14642,49896211,number_of_reviews,3.0
14643,49909554,number_of_reviews,64.0
14644,49912537,number_of_reviews,0.0
14645,49916516,number_of_reviews,5.0
14646,49923358,number_of_reviews,66.0
14647,49924638,number_of_reviews,70.0
14648,49952404,number_of_reviews,21.0
14649,49952443,number_of_reviews,0.0
14650,49965502,number_of_reviews,2.0
14651,50003396,number_of_reviews,42.0
14652,50007462,number_of_reviews,18.0
14653,50009867,number_of_reviews,4.0
14654,50011145,number_of_reviews,0.0
14655,50031333,number_of_reviews,68.0
14656,50047176,number_of_reviews,7.0
14657,50057849,number_of_reviews,39.0
14658,50078677,number_of_reviews,0.0
14659,50078897,number_of_reviews,1.0
14660,50079145,number_of_reviews,1.0
14661,50089222,number_of_reviews,45.0
14662,50092099,number_of_reviews,2.0
14663,50092727,number_of_reviews,35.0
14664,50104275,number_of_reviews,2.0
14665,50115981,number_of_reviews,80.0
14666,50118804,number_of_reviews,83.0
14667,50135290,number_of_reviews,37.0
14668,50157717,number_of_reviews,77.0
14669,50168383,number_of_reviews,6.0
14670,50174927,number_of_reviews,6.0
14671,50198592,number_of_reviews,11.0
14672,50198732,number_of_reviews,19.0
14673,50200213,number_of_reviews,8.0
14674,50212617,number_of_reviews,64.0
14675,50229369,number_of_reviews,0.0
14676,50284580,number_of_reviews,0.0
14677,50290358,number_of_reviews,70.0
14678,50291805,number_of_reviews,62.0
14679,50307082,number_of_reviews,6.0
14680,50307915,number_of_reviews,26.0
14681,50311143,number_of_reviews,89.0
14682,50330531,number_of_reviews,79.0
14683,50350753,number_of_reviews,6.0
14684,50365628,number_of_reviews,5.0
14685,50374686,number_of_reviews,76.0
14686,50379446,number_of_reviews,156.0
14687,50380794,number_of_reviews,1.0
14688,50381461,number_of_reviews,3.0
14689,50382460,number_of_reviews,10.0
14690,50402236,number_of_reviews,147.0
14691,50415395,number_of_reviews,30.0
14692,50416700,number_of_reviews,17.0
14693,50424788,number_of_reviews,10.0
14694,50448518,number_of_reviews,9.0
14695,50466377,number_of_reviews,30.0
14696,50468520,number_of_reviews,118.0
14697,50491885,number_of_reviews,4.0
14698,50492915,number_of_reviews,203.0
14699,50528364,number_of_reviews,1.0
14700,50551242,number_of_reviews,0.0
14701,50553610,number_of_reviews,5.0
14702,50554509,number_of_reviews,7.0
14703,50561545,number_of_reviews,142.0
14704,50577229,number_of_reviews,57.0
14705,50578179,number_of_reviews,5.0
14706,50582919,number_of_reviews,22.0
14707,50593231,number_of_reviews,3.0
14708,50595217,number_of_reviews,2.0
14709,50600916,number_of_reviews,41.0
14710,50618427,number_of_reviews,51.0
14711,50621456,number_of_reviews,95.0
14712,50622288,number_of_reviews,65.0
14713,50625204,number_of_reviews,0.0
14714,50625789,number_of_reviews,82.0
14715,50627986,number_of_reviews,2.0
14716,50672219,number_of_reviews,10.0
14717,50679059,number_of_reviews,2.0
14718,50685285,number_of_reviews,7.0
14719,50687667,number_of_reviews,5.0
14720,50704191,number_of_reviews,0.0
14721,50707553,number_of_reviews,0.0
14722,50730031,number_of_reviews,26.0
14723,50731868,number_of_reviews,5.0
14724,50759344,number_of_reviews,77.0
14725,50779138,number_of_reviews,20.0
14726,50780994,number_of_reviews,2.0
14727,50795092,number_of_reviews,78.0
14728,50799718,number_of_reviews,98.0
14729,50807299,number_of_reviews,53.0
14730,50825563,number_of_reviews,40.0
14731,50828159,number_of_reviews,0.0
14732,50834436,number_of_reviews,61.0
14733,50842292,number_of_reviews,3.0
14734,50852293,number_of_reviews,45.0
14735,50854207,number_of_reviews,4.0
14736,50854989,number_of_reviews,4.0
14737,50867445,number_of_reviews,9.0
14738,50878164,number_of_reviews,31.0
14739,50880264,number_of_reviews,0.0
14740,50882256,number_of_reviews,32.0
